"coffee_id","coffee_name","species_name","origin_country_name"
"C1396","Kenya Kirinyaga Kii Peaberry Espresso","Bourbon","Kenya"
"C1400","Costa Rica Micro Lot “Pepe” Honey Processed","Catuai","Costa Rica"
"C1401","Panama Gesha 2011","Geisha","Panama"
"C1403","Kenya Gethembwini","SL28","Kenya"
"C1403","Kenya Gethembwini","Bourbon","Kenya"
"C1403","Kenya Gethembwini","SL34","Kenya"
"C1404","Ibonia Kenya Peaberry","Bourbon","Kenya"
"C1405","Colombia Finca Cerro Azul","Geisha","Colombia"
"C1406","El Patron Nicaragua Espresso","Heirloom","Nicaragua"
"C1406","El Patron Nicaragua Espresso","Bourbon","Nicaragua"
"C1409","Kenya Ndiara","SL28","Kenya"
"C1409","Kenya Ndiara","Bourbon","Kenya"
"C1410","Guatemala La Conception","Heirloom","Guatemala"
"C1410","Guatemala La Conception","Bourbon","Guatemala"
"C1414","El Salvador La Montana Pacamara","Bourbon","El Salvador"
"C1414","El Salvador La Montana Pacamara","Pacamara","El Salvador"
"C1414","El Salvador La Montana Pacamara","Pacas","El Salvador"
"C1414","El Salvador La Montana Pacamara","Heirloom","El Salvador"
"C1414","El Salvador La Montana Pacamara","Maragogipe","El Salvador"
"C1419","Ethiopia Konga Co-op Yirgacheffe","Typica","Ethiopia"
"C1423","Panama Mama Cata Geisha","Geisha","Panama"
"C1424","El Salvador Pacamara Finca Los Alpes The Bank","Bourbon","El Salvador"
"C1424","El Salvador Pacamara Finca Los Alpes The Bank","Pacamara","El Salvador"
"C1424","El Salvador Pacamara Finca Los Alpes The Bank","Pacas","El Salvador"
"C1424","El Salvador Pacamara Finca Los Alpes The Bank","Heirloom","El Salvador"
"C1424","El Salvador Pacamara Finca Los Alpes The Bank","Maragogipe","El Salvador"
"C1429","Guatemala Hunapu Antigua Bourbon","Heirloom","Guatemala"
"C1429","Guatemala Hunapu Antigua Bourbon","Bourbon","Guatemala"
"C1430","Kenya Bourbon French Mission","Bourbon","Kenya"
"C1432","El Salvador Pacamara Finca Los Alpes Tierra Fertil","Bourbon","El Salvador"
"C1432","El Salvador Pacamara Finca Los Alpes Tierra Fertil","Pacamara","El Salvador"
"C1432","El Salvador Pacamara Finca Los Alpes Tierra Fertil","Pacas","El Salvador"
"C1432","El Salvador Pacamara Finca Los Alpes Tierra Fertil","Heirloom","El Salvador"
"C1432","El Salvador Pacamara Finca Los Alpes Tierra Fertil","Maragogipe","El Salvador"
"C1433","Panama Esmeralda Mario Carnival","Geisha","Panama"
"C1434","Panama La Esmeralda Especial Mario San Jose","Geisha","Panama"
"C1435","Mocha Java Espresso","Java","Ethiopia"
"C1446","Sulawesi Toraja","Typica","Indonesia"
"C1448","Romance by Paradise","Java","Indonesia"
"C1454","La Esmeralda","Geisha","Panama"
"C1456","Panama Elida Estate Natural","Typica","Panama"
"C1458","Hacienda La Esmeralda Special Mario Carnaval","Geisha","Panama"
"C1459","Panama El Burro Estate","Geisha","Panama"
"C1460","Ka’u Bourbon","Caturra","Hawaii"
"C1460","Ka’u Bourbon","Bourbon","Hawaii"
"C1460","Ka’u Bourbon","Typica","Hawaii"
"C1462","Burundi Kinyovu","Mibirizi","Burundi"
"C1462","Burundi Kinyovu","Heirloom","Burundi"
"C1462","Burundi Kinyovu","Bourbon","Burundi"
"C1465","Romance by Paradise","Java","Yemen"
"C1468","Kenya Ndiara Full Flavor Roast","Bourbon","Kenya"
"C1473","El Salvador Finca Kilimanjaro","SL28","El Salvador"
"C1474","El Salvador Finca Siberia Pacamara","Bourbon","El Salvador"
"C1474","El Salvador Finca Siberia Pacamara","Pacamara","El Salvador"
"C1474","El Salvador Finca Siberia Pacamara","Pacas","El Salvador"
"C1474","El Salvador Finca Siberia Pacamara","Heirloom","El Salvador"
"C1474","El Salvador Finca Siberia Pacamara","Maragogipe","El Salvador"
"C1475","Panama Esmeralda Especial","Geisha","Panama"
"C1476","La Esmeralda Panama","Geisha","Panama"
"C1477","Panama Esmeralda Lot 9","Geisha","Panama"
"C1480","El Salvador Pacamara Tierra Fertil Los Alpes Reserva","Bourbon","El Salvador"
"C1480","El Salvador Pacamara Tierra Fertil Los Alpes Reserva","Pacamara","El Salvador"
"C1480","El Salvador Pacamara Tierra Fertil Los Alpes Reserva","Pacas","El Salvador"
"C1480","El Salvador Pacamara Tierra Fertil Los Alpes Reserva","Heirloom","El Salvador"
"C1480","El Salvador Pacamara Tierra Fertil Los Alpes Reserva","Maragogipe","El Salvador"
"C1488","Guatemala El Injerto","Bourbon","Guatemala"
"C1495","Hacienda La Esmeralda","Geisha","Panama"
"C1499","Esmeralda Especial Best of Panama","Geisha","Panama"
"C1500","Esmeralda Especial Panama","Geisha","Panama"
"C1503","Panama Hacienda La Esmeralda Gesha","Geisha","Panama"
"C1511","El Salvador Los Planes Cup of Excellence 2006","Pacamara","El Salvador"
"C1511","El Salvador Los Planes Cup of Excellence 2006","Pacas","El Salvador"
"C1511","El Salvador Los Planes Cup of Excellence 2006","Maragogipe","El Salvador"
"C1511","El Salvador Los Planes Cup of Excellence 2006","Bourbon","El Salvador"
"C1518","Colombia Hato Viejo Cup of Excellence","Caturra","Colombia"
"C1520","El Salvador Los Planes Pacamara","Pacamara","El Salvador"
"C1520","El Salvador Los Planes Pacamara","Pacas","El Salvador"
"C1520","El Salvador Los Planes Pacamara","Maragogipe","El Salvador"
"C1520","El Salvador Los Planes Pacamara","Bourbon","El Salvador"
"C1521","El Salvador Pacamara Los Planes","Pacamara","El Salvador"
"C1521","El Salvador Pacamara Los Planes","Pacas","El Salvador"
"C1521","El Salvador Pacamara Los Planes","Maragogipe","El Salvador"
"C1521","El Salvador Pacamara Los Planes","Bourbon","El Salvador"
"C1522","Panama Esmeralda Especial","Geisha","Panama"
"C1522","Panama Esmeralda Especial","Typica","Panama"
"C1523","Nicaragua El Progresso COE Lot #1","Caturra","Nicaragua"
"C1523","Nicaragua El Progresso COE Lot #1","Catuai","Nicaragua"
"C1533","Panama Auromar Geisha Natural Peaberry","Geisha","Panama"
"C1534","El Burro Geisha Tachi Natural","Geisha","Panama"
"C1535","Holiday Blend","Heirloom","Kenya"
"C1535","Holiday Blend","Heirloom","Ethiopia"
"C1535","Holiday Blend","Typica","Kenya"
"C1535","Holiday Blend","Typica","Ethiopia"
"C1536","Holiday Blend","Pacamara","Ethiopia"
"C1536","Holiday Blend","Pacamara","Guatemala"
"C1537","Nicaragua Pacamara Los Congos Lot #8","Bourbon","Nicaragua"
"C1537","Nicaragua Pacamara Los Congos Lot #8","Pacamara","Nicaragua"
"C1537","Nicaragua Pacamara Los Congos Lot #8","Pacas","Nicaragua"
"C1537","Nicaragua Pacamara Los Congos Lot #8","Heirloom","Nicaragua"
"C1537","Nicaragua Pacamara Los Congos Lot #8","Maragogipe","Nicaragua"
"C1538","Panama Boquete Kotowa Gesha Natural","Geisha","Panama"
"C1540","Panama Finca Auromar Camilina Natural","Geisha","Panama"
"C1543","Panama Finca Deborah Caturra Natural","Caturra","Panama"
"C1545","Panama La Esmeralda Bosque Lot 1 Gesha","Geisha","Panama"
"C1546","Finca La Mula Panama Geisha Natural","Geisha","Panama"
"C1547","La Lagunita El Salvador","Heirloom","El Salvador"
"C1547","La Lagunita El Salvador","Bourbon","El Salvador"
"C1548","Costa Rica Alberto Guardia Venecia Honey","Venecia","Costa Rica"
"C1549","Nicaragua Cafe Vidita Los Congos Pacamara Natural","Bourbon","Nicaragua"
"C1549","Nicaragua Cafe Vidita Los Congos Pacamara Natural","Pacamara","Nicaragua"
"C1549","Nicaragua Cafe Vidita Los Congos Pacamara Natural","Pacas","Nicaragua"
"C1549","Nicaragua Cafe Vidita Los Congos Pacamara Natural","Heirloom","Nicaragua"
"C1549","Nicaragua Cafe Vidita Los Congos Pacamara Natural","Maragogipe","Nicaragua"
"C1551","Guatemala San Sebastian Natural","Bourbon","Guatemala"
"C1551","Guatemala San Sebastian Natural","Pacamara","Guatemala"
"C1551","Guatemala San Sebastian Natural","Pacas","Guatemala"
"C1551","Guatemala San Sebastian Natural","Heirloom","Guatemala"
"C1551","Guatemala San Sebastian Natural","Maragogipe","Guatemala"
"C1553","Ethiopia Kochere Espresso Profile","Typica","Ethiopia"
"C1558","Fully Washed Ethiopia Phoenix Special “Dr. Evil”","Typica","Ethiopia"
"C1559","Sulawesi “Tanah Kebangkitan” Phoenix Special Espresso","Typica","Indonesia"
"C1561","Panama Elida Natural Lot #13","Catuai","Panama"
"C1565","Panama Altieri Natural Geisha","Geisha","Panama"
"C1567","Kemgin Ninety Plus","Typica","Ethiopia"
