"coffee_id","coffee_name","species_name","origin_country_name"
"C1","Colombia Pink Bourbon","Bourbon","Colombia"
"C2","Kenya Kiambu Mandela Estate AA Washed Process","SL28","Kenya"
"C2","Kenya Kiambu Mandela Estate AA Washed Process","SL34","Kenya"
"C3","Costa Rica Volcán Azul Geisha Yeast-Washed","Geisha","Costa Rica"
"C5","Kenya Gichathaini","SL28","Kenya"
"C5","Kenya Gichathaini","SL34","Kenya"
"C5","Kenya Gichathaini","Ruiru 11","Kenya"
"C6","Guatemala Retiro del Quisaya Natural Process","Pache","Guatemala"
"C6","Guatemala Retiro del Quisaya Natural Process","Bourbon","Guatemala"
"C6","Guatemala Retiro del Quisaya Natural Process","Typica","Guatemala"
"C7","Ethiopia Sidama Karamo Anaerobic Natural","Heirloom","Ethiopia"
"C9","Kabiufa Papua New Guinea","Bourbon","Papua New Guinea"
"C9","Kabiufa Papua New Guinea","Typica","Papua New Guinea"
"C10","Ka‘u Red Catuai Peaberry","Catuai","Hawaii"
"C11","Ethiopia Kayon Mountain","Landrace","Ethiopia"
"C12","Panama Finca Las Nubes Geisha Microlot","Geisha","Panama"
"C13","Guatemala El Milagro Bourbon Especial","Bourbon","Guatemala"
"C13","Guatemala El Milagro Bourbon Especial","Java","Guatemala"
"C14","Costa Rica William Mora","Caturra","Costa Rica"
"C16","Winter 2022 Allocation Colombia","Wush Wush","Colombia"
"C17","Laura’s Reserve SL34","SL28","Hawaii"
"C17","Laura’s Reserve SL34","SL34","Hawaii"
"C18","El Salvador 2022 COE#17 El Mirador Washed Gesha","Geisha","El Salvador"
"C19","Panama ABU Washed Gesha Lot GW57","Geisha","Panama"
"C20","Guatemala Natural El General Bistro Lot Espresso","Catuai","Guatemala"
"C20","Guatemala Natural El General Bistro Lot Espresso","Bourbon","Guatemala"
"C22","Ethiopia Washed Sidama Rumudamo","Heirloom","Ethiopia"
"C24","Kenya Kiambu AA","SL28","Kenya"
"C24","Kenya Kiambu AA","SL34","Kenya"
"C25","Colombia Geisha Allium","Geisha","Colombia"
"C26","Wilton Benitez Orange Bourbon","Bourbon","Colombia"
"C27","Kayon Mountain Ethiopia","Landrace","Ethiopia"
"C28","Ethiopia Kochere Arefasa Washed G1","Typica","Ethiopia"
"C29","Colombia Granja Paraíso Java P14","Java","Colombia"
"C34","Chelbessa Ethiopia","Landrace","Ethiopia"
"C36","Ethiopia Gesha Village Illubabor Forest Lot 22/043 (Single-Terroir) Natural Process","Geisha","Ethiopia"
"C37","Ethiopia Gera Genji Challa","Landrace","Ethiopia"
"C39","Panama Hartmann Estate Chicho Gallo Amaro Gayo Natural BOP#1","Landrace","Panama"
"C41","Ethiopia Uchoro Nansebo Washed","Landrace","Ethiopia"
"C43","Colombia Finca Samboni Gesha Anaerobic Natural","Geisha","Colombia"
"C44","Kambera Inari Roasting","Geisha","Panama"
"C45","Colombia Don Correa Gesha","Geisha","Colombia"
"C46","Ethiopia BergWu Maker Series Yirgacheffe Wuri G1 Lot MW21/02","Landrace","Ethiopia"
"C47","Mexico Finca Santa Cruz COE#1b","Geisha","Mexico"
"C48","Wilton Benitez Geisha","Geisha","Colombia"
"C49","Colombia Cerro Azul Geisha","Geisha","Colombia"
"C50","Yirgacheffe Mengesha Natural","Geisha","Ethiopia"
"C50","Yirgacheffe Mengesha Natural","Landrace","Ethiopia"
"C51","Panama Geisha Finca Debra Symbiosis","Geisha","Panama"
"C52","Panama Geisha Finca Debra Echo","Geisha","Panama"
"C54","Ethiopia Idido Anaerobic Natural","Landrace","Ethiopia"
"C55","Mexico Cup of Excellence #7","Geisha","Mexico"
"C56","Ethiopia Reko Yirgacheffe","Landrace","Ethiopia"
"C57","Double-Anaerobic Fermentation Tamiru Tadesse","Landrace","Ethiopia"
"C58","Ethiopia Chelbesa Danche Yirgacheffe","Landrace","Ethiopia"
"C58","Ethiopia Chelbesa Danche Yirgacheffe","Typica","Ethiopia"
"C59","Ethiopia Honey Process Tamiru Tadesse","Landrace","Ethiopia"
"C60","Ethiopia Halo Beriti","Landrace","Ethiopia"
"C61","Narsha Gesha","Geisha","Ethiopia"
"C63","Don Roger & Isabel’s Natural Fruit Symphony","Caturra","Nicaragua"
"C63","Don Roger & Isabel’s Natural Fruit Symphony","Pache","Nicaragua"
"C63","Don Roger & Isabel’s Natural Fruit Symphony","Bourbon","Nicaragua"
"C63","Don Roger & Isabel’s Natural Fruit Symphony","Java","Nicaragua"
"C66","Ethiopia Bench Maji Gesha Special Natural Lot 03","Geisha","Ethiopia"
"C68","Ethiopia Natural Yirgacheffe Burtukaana Danche","Landrace","Ethiopia"
"C69","Ethiopia Hateso Guji Washed","Landrace","Ethiopia"
"C70","Guatemala El Injerto Pacamara","Pacamara","Guatemala"
"C71","Colombia Finca Samboni Gesha Anaerobic Natural","Geisha","Colombia"
"C73","Rwanda Cyesha Natural","Bourbon","Rwanda"
"C74","Espresso No. 3","Villa Sarchi","Guatemala"
"C75","Finca Santa Isabel","Caturra","Guatemala"
"C79","Full Moon Espresso","Pacas","Costa Rica"
"C79","Full Moon Espresso","Pacas","Panama"
"C79","Full Moon Espresso","Pacas","El Salvador"
"C79","Full Moon Espresso","Pacas","Guatemala"
"C79","Full Moon Espresso","Pacas","Ethiopia"
"C80","Ethiopia Sidama Tamiru Tadesse Anaerobic Natural Special Auction Lot","Landrace","Ethiopia"
"C81","Colombia La Esperanza 100% Geisha Hanashaku","Geisha","Colombia"
"C82","Kona Extra Fancy","Typica","Hawaii"
"C83","Costa Rica Las Lajas Perla Negra","Caturra","Costa Rica"
"C84","Ecuador COE 1st place Arashi Typica Mejorado Washed","Pache","Ecuador"
"C84","Ecuador COE 1st place Arashi Typica Mejorado Washed","Typica","Ecuador"
"C85","Ethiopia Getu Kurume Natural","Landrace","Ethiopia"
"C87","Papua New Guinea Wahgi Valley Sigri Estate Peaberry","Typica","Papua New Guinea"
"C89","Ethiopia Gera Estate Anaerobic Natural","Landrace","Ethiopia"
"C92","Costa Rica Cerro Dragon Geisha Honey","Geisha","Costa Rica"
"C94","Taiwan Natural Alishan Zhuo-Wu Geisha","Geisha","Taiwan"
"C96","Kenya Gathaithi AA","SL28","Kenya"
"C96","Kenya Gathaithi AA","SL34","Kenya"
"C96","Kenya Gathaithi AA","Ruiru 11","Kenya"
"C98","Colombia Jardines del Eden Pink Bourbon Wine Yeast Honey","Bourbon","Colombia"
"C99","Colombia Cerro Azul Enano","Geisha","Colombia"
"C100","Peru Incahuasi","Caturra","Peru"
"C100","Peru Incahuasi","Bourbon","Peru"
"C100","Peru Incahuasi","Typica","Peru"
"C101","Reina de la Asuncion Ecuador","Caturra","Ecuador"
"C101","Reina de la Asuncion Ecuador","Typica","Ecuador"
"C106","Kahiko","Typica","Hawaii"
"C107","Kenya Ndumberi Peaberry","SL28","Kenya"
"C107","Kenya Ndumberi Peaberry","SL34","Kenya"
"C108","Taiwan Alishan Espresso Pacamara Natural","Pacamara","Taiwan"
"C109","Ethiopia Gera Reserve Anaerobic Natural","Landrace","Ethiopia"
"C110","Kenya Ngaita Peaberry","SL28","Kenya"
"C110","Kenya Ngaita Peaberry","SL34","Kenya"
"C110","Kenya Ngaita Peaberry","Ruiru 11","Kenya"
"C112","Kona Noir","SL34","Hawaii"
"C113","Kona Red Bourbon","Bourbon","Hawaii"
"C115","Ethiopia Nano Genji","Heirloom","Ethiopia"
"C120","Guatemala Washed Acatenango Finca El General Pacamara Espresso","Pacamara","Guatemala"
"C121","Finca Cerro Azul Aces Lot","Oro Azteca","Mexico"
"C121","Finca Cerro Azul Aces Lot","Bourbon","Mexico"
"C121","Finca Cerro Azul Aces Lot","Typica","Mexico"
"C122","Gachatha Kenya","SL28","Kenya"
"C122","Gachatha Kenya","SL34","Kenya"
"C122","Gachatha Kenya","Ruiru 11","Kenya"
"C123","Geisha Spirit","Geisha","Colombia"
"C125","El Duende Peru","Caturra","Peru"
"C125","El Duende Peru","Mundo Novo","Peru"
"C125","El Duende Peru","Typica","Peru"
"C126","Ethiopia Yirgacheffe G1 Idido Natural","Landrace","Ethiopia"
"C127","Colombia Pink Bourbon Filadelfia","Bourbon","Colombia"
"C128","Ethiopia Kayon Mountain","Landrace","Ethiopia"
"C130","Karen J Kona Red Bourbon","Bourbon","Hawaii"
"C131","Ethiopia Worka Sakaro","Landrace","Ethiopia"
"C132","Colombia Geisha","Geisha","Colombia"
"C134","Colombia FUDAM Nariño","Caturra","Colombia"
"C135","Ethiopia Durato Bombe","Landrace","Ethiopia"
"C136","Pantan Musara Sumatra","Typica","Indonesia"
"C137","Sumatra Takengon Gayo Natural","Bourbon","Indonesia"
"C137","Sumatra Takengon Gayo Natural","Typica","Indonesia"
"C139","Panama Auromar Camilina Geisha Natural","Geisha","Panama"
"C140","Tio Conejo Colombia","Caturra","Colombia"
"C141","Panama Auromar Ironman Geisha Washed Process","Geisha","Panama"
"C142","Cruz Loma","Typica","Ecuador"
"C143","Panama Elida Washed Gesha","Geisha","Panama"
"C144","El Salvador Finca La Esperanza","Bourbon","El Salvador"
"C145","Panama Hacienda La Esmeralda Super Mario Geisha Yeast Washed","Geisha","Panama"
"C147","Ethiopia Anasora Extended Natural Special Lot","Landrace","Ethiopia"
"C148","Ethiopia Honey Yirgacheffe Idido G1","Landrace","Ethiopia"
"C149","Taiwan Natural Alishan Ching-Ye Farm","SL34","Taiwan"
"C150","Hawaii Ka‘ū Bourbon Anaerobic Natural","Bourbon","Hawaii"
"C151","Chelchele Ethiopia","Landrace","Ethiopia"
"C153","Costa Rica Hacienda La Minita","Caturra","Costa Rica"
"C154","El Salvador Aida Batlle La Florida Natural","Pacas","El Salvador"
"C154","El Salvador Aida Batlle La Florida Natural","Bourbon","El Salvador"
"C155","Colombia Geisha Cordillera","Geisha","Colombia"
"C156","Ethiopia Raro Boda","Landrace","Ethiopia"
"C157","Costa Rica Bounty Gesha","Geisha","Costa Rica"
"C158","Panama Static Gesha Natural","Geisha","Panama"
"C158","Panama Static Gesha Natural","Java","Panama"
"C159","Panama La Mula Geisha Washed","Geisha","Panama"
"C160","Esmeralda Estate Panama Geisha","Geisha","Panama"
"C161","Costa Rica San Gabriel SL28 Anaerobic Natural","SL28","Costa Rica"
"C162","Burundi Kibingo Intenso","Bourbon","Burundi"
"C163","Ecuador Peñaherrera AAA","Caturra","Ecuador"
"C163","Ecuador Peñaherrera AAA","Bourbon","Ecuador"
"C164","Panama Hacienda La Esmeralda Porton 5N49 Gesha Natural","Geisha","Panama"
"C164","Panama Hacienda La Esmeralda Porton 5N49 Gesha Natural","Java","Panama"
"C165","Kona SL34 Champagne Natural Uluwehi Farm","SL34","Hawaii"
"C166","Ethiopia Yirgacheffe Adado","Heirloom","Ethiopia"
"C167","Tanzania Mbeya Mimba","Bourbon","Tanzania"
"C168","Costa Rica La Chumeca","Caturra","Costa Rica"
"C168","Costa Rica La Chumeca","Catuai","Costa Rica"
"C169","Gesha Spirits","Geisha","Colombia"
"C171","Costa Rica Las Montañas Honey","Java","Costa Rica"
"C172","Colombia Finca La Guaca Ají","Landrace","Colombia"
"C173","Kenya Washed Kiambu Uklili AB Espresso","SL28","Kenya"
"C173","Kenya Washed Kiambu Uklili AB Espresso","SL34","Kenya"
"C174","Karatina Kenya","SL28","Kenya"
"C174","Karatina Kenya","Batian","Kenya"
"C174","Karatina Kenya","SL34","Kenya"
"C180","Colombia Tres Dragones Natural","Java","Colombia"
"C181","Colombia Finca Jardines del Eden Ice Fermentation Natural","Caturra","Colombia"
"C182","Honduras Natural San Vicente Belarmino Contreras Pacas","Pacas","Honduras"
"C184","Supernatural","Landrace","Ethiopia"
"C185","Ethiopia Alemaza Natural SOE","Landrace","Ethiopia"
"C186","Kona Natural Espresso","Typica","Hawaii"
"C188","Colombia Pink Bourbon","Bourbon","Colombia"
"C189","Peru Gesha","Geisha","Peru"
"C190","Ecuador Loja Hacienda La Papaya Bourbon Sidra 168hr Anaerobic Natural","Bourbon","Ecuador"
"C191","Panama Finca Deborah Afterglow Geisha Natural","Geisha","Panama"
"C192","Colombia Exótico De Altura","Caturra","Colombia"
"C195","Colombia Wush Wush Dynamic Natural","Wush Wush","Colombia"
"C196","Rwanda Gatare","Bourbon","Rwanda"
"C197","Costa Rica Naranjo Danilo Salazar Arias","Caturra","Costa Rica"
"C197","Costa Rica Naranjo Danilo Salazar Arias","Catuai","Costa Rica"
"C197","Costa Rica Naranjo Danilo Salazar Arias","Villa Sarchi","Costa Rica"
"C198","Ethiopia Guji Shakiso G1 Honey","Heirloom","Ethiopia"
"C199","Yemen Haraaz Red Mahal Aqeeq ul Station Natural","Heirloom","Yemen"
"C199","Yemen Haraaz Red Mahal Aqeeq ul Station Natural","Java","Yemen"
"C201","Costa Rica Canet Musician Series Bach Raisin Honey","Caturra","Costa Rica"
"C202","Peru Amazonas Los Santos Geisha Natural","Geisha","Peru"
"C203","Ethiopia Odola Washed","Heirloom","Ethiopia"
"C205","Ka‘ū Tropical Punch Washed","Catuai","Hawaii"
"C205","Ka‘ū Tropical Punch Washed","Bourbon","Hawaii"
"C206","Kenya Peaberry Top Hill Farm Espresso","SL28","Kenya"
"C206","Kenya Peaberry Top Hill Farm Espresso","SL34","Kenya"
"C207","Ethiopia Belayneh Bariso Natural","Heirloom","Ethiopia"
"C208","Yemen Al Mashtal Al Burhani","Heirloom","Yemen"
"C209","Ka‘ū Lactic Natural","Catuai","Hawaii"
"C211","Ethiopia Guji Uraga Tebe Burku Natural","Landrace","Ethiopia"
"C213","Costa Rica Brunca Rivense Las Moras Black Honey","Catuai","Costa Rica"
"C214","Ethiopia Yirgacheffe Hama Washed","Landrace","Ethiopia"
"C215","Peru Washed Santa Monica Gesha","Geisha","Peru"
"C216","Taiwan Washed Alishan Ching-Ye Farm SL34","SL34","Taiwan"
"C217","Ethiopia Guji Odo Shakiso","Landrace","Ethiopia"
"C218","Ethiopia Sidamo Karamo","Landrace","Ethiopia"
"C219","Gigesa Ethiopia","Landrace","Ethiopia"
"C220","Oahu Triple-Bourbon “Sparkling” Yeast Ferment","Bourbon","Hawaii"
"C221","Colombia Ibague Tolima","Caturra","Colombia"
"C222","Kenya Karatu","Batian","Kenya"
"C222","Kenya Karatu","K7","Kenya"
"C222","Kenya Karatu","Ruiru 11","Kenya"
"C223","Ecuador Taza Dorada Finca Cruz Loma","Typica","Ecuador"
"C224","Kona Bourbon Champagne Natural Uluwehi Farm","Bourbon","Hawaii"
"C224","Kona Bourbon Champagne Natural Uluwehi Farm","SL34","Hawaii"
"C225","Panama Hacienda La Esmeralda Geisha Washed","Geisha","Panama"
"C226","Peru Garden of Eden Farcent Geisha Anaerobic Washed","Geisha","Peru"
"C227","Pointu Laurina","Bourbon","Hawaii"
"C228","Ecuador Finca Cruz Loma","Typica","Ecuador"
"C229","Aged Sumatra Semiga","Typica","Indonesia"
"C231","Ka’u Classic Dark","Typica","Hawaii"
"C232","Sumatra Boru Batak","S795","Indonesia"
"C235","Ethiopia Natural Guji Dasaya SP","Landrace","Ethiopia"
"C237","Ethiopia Bensa Asefa Qonqana","Landrace","Ethiopia"
"C238","Ethiopia Durato Bombe","Landrace","Ethiopia"
"C247","El Salvador Anarquia Pacamara","Pacamara","El Salvador"
"C249","Colombia Finca El Paraiso Geisha Letty","Geisha","Colombia"
"C250","Monarch Estate Pacamara","Pacamara","Hawaii"
"C251","Uluwehi Farm Kona SL34 Yeast-Fermentation Washed Peaberry","SL34","Hawaii"
"C252","Ka’u IPA Natural","Catuai","Hawaii"
"C253","Ecuador Finca Lugmapata Mejorado","Bourbon","Ecuador"
"C253","Ecuador Finca Lugmapata Mejorado","Typica","Ecuador"
"C255","Cerro Azul Geisha Honey Process","Geisha","Colombia"
"C257","Karen J Kona Red Bourbon Natural Anaerobic","Bourbon","Hawaii"
"C258","El Salvador Finca Mileydi Pacamara","Pacamara","El Salvador"
"C259","El Salvador Las Veraneras Red Bourbon","Bourbon","El Salvador"
"C263","Whiskey Dreams Moka Java","Java","Ethiopia"
"C263","Whiskey Dreams Moka Java","Java","Indonesia"
"C265","Karindundu Kenya","SL28","Kenya"
"C265","Karindundu Kenya","Batian","Kenya"
"C265","Karindundu Kenya","Ruiru 11","Kenya"
"C266","Colombia Geisha Natural","Geisha","Colombia"
"C267","Pacas Estate El Salvador Natural","Pacas","El Salvador"
"C268","Hunapu Natural Guatemala","Caturra","Guatemala"
"C268","Hunapu Natural Guatemala","Bourbon","Guatemala"
"C270","Bedhatu Jibicho Natural","Landrace","Ethiopia"
"C271","Ethiopia Natural Guji DoReMi","Landrace","Ethiopia"
"C272","Sabana Redonda SL28 Costa Rica","SL28","Costa Rica"
"C273","Ethiopia Bench Maji Gesha Village Dimma Illubabor Forest A6 Natural","Geisha","Ethiopia"
"C274","Sumatra Siamang Forest","Typica","Indonesia"
"C276","Kenya Gakuyuini AA","SL28","Kenya"
"C276","Kenya Gakuyuini AA","SL34","Kenya"
"C276","Kenya Gakuyuini AA","Ruiru 11","Kenya"
"C277","Hacienda Esmeralda Ethiopian Accessions","Heirloom","Panama"
"C278","Gelena Geisha","Geisha","Ethiopia"
"C279","Ethiopia Anaerobic Natural","Landrace","Ethiopia"
"C283","Kona Tropical Punch Washed","Typica","Hawaii"
"C284","Ka’u Bourbon Champagne Natural","Bourbon","Hawaii"
"C285","Cerro Azul Geisha","Geisha","Colombia"
"C286","Panama Mama Cata Geisha Champagne Natural","Geisha","Panama"
"C287","Ethiopia Yirgacheffe Worka Sakaro","Landrace","Ethiopia"
"C288","El Socorro Maracaturra","Caturra","Guatemala"
"C289","Guatemala Acatenango Gesha","Geisha","Guatemala"
"C291","Hacienda La Esmeralda Montañas 71AS","Geisha","Panama"
"C293","Ethiopia Bench Maji Natural Gesha","Geisha","Ethiopia"
"C294","Panama Hacienda La Esmeralda Gesha","Geisha","Panama"
"C295","Natural Ka’u Maragogipe","Pacamara","Hawaii"
"C295","Natural Ka’u Maragogipe","Caturra","Hawaii"
"C295","Natural Ka’u Maragogipe","Maragogipe","Hawaii"
"C296","Costa Rica Volcan Azul San Isidro Red Honey","Java","Costa Rica"
"C297","Ethiopia Demeka Becha","Heirloom","Ethiopia"
"C299","Ethiopia Washed Sidama Bensa Bombe","Landrace","Ethiopia"
"C300","Panama Abu Geisha Lot 6","Geisha","Panama"
"C301","Panama Finca Mi Finquita Geisha Afrodita Natural","Geisha","Panama"
"C302","Panama El Burro Estate Natural Gesha","Geisha","Panama"
"C303","Panama La Viuda Natural Geisha 4 Hermanos","Geisha","Panama"
"C304","Colombia Huila Finca Monteblanco Rodrigo Sanchez","Bourbon","Colombia"
"C305","Ninety Plus Panama Gesha Estate MS Joseph Brodsky 2307","Geisha","Panama"
"C308","Kona Mocca®","Bourbon","Hawaii"
"C310","Ethiopia Wate Mini Natural Espresso","Landrace","Ethiopia"
"C315","Ethiopia Tamiru Tadesse Anaerobic","Landrace","Ethiopia"
"C316","Ethiopia Tamiru Tadesse Natural","Landrace","Ethiopia"
"C317","Puna Arakawa Estate Lactic Natural","Caturra","Hawaii"
"C317","Puna Arakawa Estate Lactic Natural","Typica","Hawaii"
"C318","100% Kona Bourbon Pointu Laurina","Bourbon","Hawaii"
"C319","Colombia Java El Eden","Java","Colombia"
"C320","Ethiopia Shantawene Natural","Heirloom","Ethiopia"
"C321","Ethiopia Buno Dambi Uddo","Landrace","Ethiopia"
"C322","Ethiopia Worka Sakaro Anaerobic Natural","Landrace","Ethiopia"
"C323","Ethiopia Durato Bombe Natural","Landrace","Ethiopia"
"C324","SÖT Coffee Roaster Colombia Wush Wush Dynamic Natural","Wush Wush","Colombia"
"C326","Colombia La Siria Geisha","Geisha","Colombia"
"C327","Guatemala Santa Felisa Wild Yeast Natural Gesha","Geisha","Guatemala"
"C328","Colombia Granja La Esperanza Las Margaritas Gesha Honey","Geisha","Colombia"
"C328","Colombia Granja La Esperanza Las Margaritas Gesha Honey","Java","Colombia"
"C329","Tanzania Acacia Hills Gesha Peaberry","Geisha","Tanzania"
"C330","Colombia La Palma Y El Tucán Gesha Natural","Geisha","Colombia"
"C331","Peru Yanesha Geisha Washed Anaerobic","Geisha","Peru"
"C332","Guatemala Geisha","Geisha","Guatemala"
"C333","Costa Rica La Rejolla Washed Geisha","Geisha","Costa Rica"
"C335","El Salvador El Matazano Pacamara","Pacamara","El Salvador"
"C337","Chelbesa Ethiopia","Landrace","Ethiopia"
"C337","Chelbesa Ethiopia","Typica","Ethiopia"
"C340","Ethiopia Guji Uraga Tebe Burka Natural G1","Landrace","Ethiopia"
"C344","Ethiopia Yirgacheffe Washed Banko Gotiti 3","Landrace","Ethiopia"
"C345","Ethiopia Natural Yirgacheffe Adado Feysa Dira","Landrace","Ethiopia"
"C347","Guatemala El Injerto Natural Legendary Gesha 7","Geisha","Guatemala"
"C350","Ethiopia Worka Sakaro Anaerobic Natural","Landrace","Ethiopia"
"C352","Colombia La Esperanza Anaerobic","Caturra","Colombia"
"C353","Ethiopia Gogogu Bekaka #1","Landrace","Ethiopia"
"C354","Kenya Gichathaini","SL28","Kenya"
"C354","Kenya Gichathaini","SL34","Kenya"
"C354","Kenya Gichathaini","Ruiru 11","Kenya"
"C355","Elida Estate ASD Natural Catuai 15","Catuai","Panama"
"C356","Ethiopia Kochere Hama Jet Washing Station","Landrace","Ethiopia"
"C357","Elida Estate Dragonfly Catuai Lot 13","Catuai","Panama"
"C365","Kona Red Wine Process","Typica","Hawaii"
"C366","Candelilla Geisha Natural","Geisha","Costa Rica"
"C367","Kiamugumo Kenya","SL28","Kenya"
"C367","Kiamugumo Kenya","Batian","Kenya"
"C367","Kiamugumo Kenya","SL34","Kenya"
"C369","Colombia Gesha","Geisha","Colombia"
"C370","Ethiopia Kayon Mountain Washed","Landrace","Ethiopia"
"C371","Ethiopia Gedeb Worka Wuri","Landrace","Ethiopia"
"C373","Kenya Karatina","SL28","Kenya"
"C373","Kenya Karatina","Batian","Kenya"
"C373","Kenya Karatina","Ruiru 11","Kenya"
"C374","La Reforma El Salvador Natural","Bourbon","El Salvador"
"C375","Panama Geisha","Geisha","Panama"
"C376","Guatemala COE-NW#2 Sierra Roja Geisha Washed","Geisha","Guatemala"
"C377","Guatemala La Voz","Caturra","Guatemala"
"C377","Guatemala La Voz","Bourbon","Guatemala"
"C377","Guatemala La Voz","Typica","Guatemala"
"C381","Kenya Gatomboya","SL28","Kenya"
"C381","Kenya Gatomboya","SL34","Kenya"
"C382","Nicaragua La Bendicion Yellow Maracaturra Natural","Caturra","Nicaragua"
"C383","Kona Lactic Washed","Typica","Hawaii"
"C384","Kenya Kamwangi","Batian","Kenya"
"C384","Kenya Kamwangi","Ruiru 11","Kenya"
"C385","Ethiopia Bench Maji Gesha Village Oma Geisha 1931 Lot 55 Natural","Geisha","Ethiopia"
"C386","Ethiopia Guji Natural Euphora Special Lot","Landrace","Ethiopia"
"C389","Primavera Colombia Espresso","Java","Colombia"
"C395","Tanzania Gesha Peaberry","Geisha","Tanzania"
"C399","Ethiopia Guji Hambela Kudume Yellow Honey","Landrace","Ethiopia"
"C400","Ethiopia Sidamo Bensa Mirado Natural","Landrace","Ethiopia"
"C402","Ethiopia Yirgacheffe Botabaa Washed G1 21/01","Typica","Ethiopia"
"C403","Yemen Mocca Matari","Landrace","Yemen"
"C404","Mojave Vault Series Geisha Natural","Geisha","Panama"
"C405","Ethiopia Buku Abela","Landrace","Ethiopia"
"C406","Colombia Finca Santa Maria","Caturra","Colombia"
"C406","Colombia Finca Santa Maria","Typica","Colombia"
"C407","Yemen Mocha Haimi","Landrace","Yemen"
"C409","Colombia Wush Wush","Wush Wush","Colombia"
"C410","Brazil Gauriroba Natural","Catuai","Brazil"
"C411","Rwanda “Silverback Returns”","Bourbon","Rwanda"
"C412","Brazil Ipanema Golden Edition C26 Lychee","Caturra","Brazil"
"C415","El Jocote Natural","Caturra","Costa Rica"
"C416","Panama Finca Santa Teresa Summer Gesha","Geisha","Panama"
"C419","Ecuador San José de Minas Double-Anaerobic","Typica","Ecuador"
"C420","La Perla Chiquita Ecuador","Typica","Ecuador"
"C421","Las Flores Colombia","Bourbon","Colombia"
"C422","Nicaragua Yellow Pacamara Natural","Pacamara","Nicaragua"
"C423","Ethiopia West Arsi Nensebo Natural G1","Landrace","Ethiopia"
"C424","Ethiopia Sidama Bona Sweet Natural","Landrace","Ethiopia"
"C425","Congo Square","Bourbon","Democratic Republic of the Congo"
"C426","Rwanda Rulindo Tumba","Bourbon","Rwanda"
"C427","Tanzania Sambewe","KP423","Tanzania"
"C428","Rwanda Kinini Village Natural","Bourbon","Rwanda"
"C428","Rwanda Kinini Village Natural","Java","Rwanda"
"C430","Tanzania Ngila Estate SL28","SL28","Tanzania"
"C431","Ethiopia Washed Sidama Nafasha 74158 21/01","Landrace","Ethiopia"
"C432","Ethiopia Tibe Haro Uraga","Landrace","Ethiopia"
"C434","Ethiopia Natural Guji Blue Donkey 21/01","Landrace","Ethiopia"
"C437","Kenya AA Top Gathambi Station","SL28","Kenya"
"C437","Kenya AA Top Gathambi Station","SL34","Kenya"
"C438","Ethiopia Guji Gerba Station G1 Natural Espresso","Landrace","Ethiopia"
"C441","Kenya Karindudu AA","Batian","Kenya"
"C443","Ethiopia Guji Anaerobic","Wush Wush","Ethiopia"
"C445","La Soledad Colombia","Caturra","Colombia"
"C446","Colombia Huila Acevedo El Paraiso","Bourbon","Colombia"
"C447","Love of Desolate","Caturra","Costa Rica"
"C449","Ethiopia Niguse Gemeda Mude Natural","Landrace","Ethiopia"
"C450","La Estrella Carbonic Geisha Reserve","Geisha","Colombia"
"C451","Ethiopia Guji Wush Wush Anaerobic Natural","Wush Wush","Ethiopia"
"C452","Ethiopia Guji Wush Wush","Wush Wush","Ethiopia"
"C455","Ethiopia Yirgacheffe Israel Degfa Natural Gr.1","Heirloom","Ethiopia"
"C456","Panama Elida Estate Washed","Geisha","Panama"
"C457","Bourbon Barrel Aged Ethiopia Cold Brew","Bourbon","Ethiopia"
"C458","Kona Maragogype Natural","Maragogipe","Hawaii"
"C460","Ethiopia Natural Guji Hambella Wate Peaberry","Landrace","Ethiopia"
"C461","Ethiopia Guji Shakiso Dambi Udo Natural Anaerobic","Landrace","Ethiopia"
"C462","Ethiopia Natural Guji","Landrace","Ethiopia"
"C464","Ethiopia Guji Shakiso Dambi Udo Honey","Landrace","Ethiopia"
"C466","Colombia Pink Bourbon Honey","Bourbon","Colombia"
"C467","Kona SL34 Sweet Spot","SL34","Hawaii"
"C468","Haraaz Red","Heirloom","Yemen"
"C469","Panama Elida Green-Tip Geisha La Torre ASD","Geisha","Panama"
"C470","Kona Peaberry","Typica","Hawaii"
"C472","SL28","SL28","Hawaii"
"C473","Bourbon Pointu Natural","Bourbon","Hawaii"
"C474","Ethiopia Guji Hambela Buku Abel Slow Dry Natural 2400m","Landrace","Ethiopia"
"C476","Panama Boquete Flor De Mariposa Geisha Espresso","Geisha","Panama"
"C478","Colombia Monteblanco Geisha","Geisha","Colombia"
"C479","Ethiopia Gedeo Kochere Reko Natural","Landrace","Ethiopia"
"C482","Aged Sumatra Ulos Batak 2015","Typica","Indonesia"
"C483","Kona Uluwehi SL34","SL34","Hawaii"
"C484","Colombia Pink Bourbon Finca El Chaparote","Bourbon","Colombia"
"C485","Ethiopia Neja Fadil","Landrace","Ethiopia"
"C487","Panama Finca Santa Teresa Lot 9","Caturra","Panama"
"C487","Panama Finca Santa Teresa Lot 9","Catuai","Panama"
"C489","Ethiopia Halo Hartume Daniel Mijane","Typica","Ethiopia"
"C490","Colombia Cauca El Paraiso","Caturra","Colombia"
"C491","Taiwan Songyue Geisha","Geisha","Taiwan"
"C495","Ethiopia Sidamo Washed","Typica","Ethiopia"
"C496","Ethiopia Guji Uraga Washed","Landrace","Ethiopia"
