"coffee_name","roaster_name","roaster_city","roaster_country_name"
"Los Congos Pacamara Natural","Dragonfly Coffee Roasters","Henderson","United States"
"Granja La Esperanza Colombia","Big Shoulders Coffee","Chicago","United States"
"Pacamara Finca Los Planes El Salvador","PT's Coffee Roasting Co.","Topeka","United States"
"Kenya Karindundu","Red Rooster Coffee Roaster","Floyd","United States"
"Panama Finca Las Brujas Geisha Natural","Temple Coffee and Tea","Sacramento","United States"
"P.r.o. Coffee Ethiopia Yirgacheffe","Shanghai Creation Trading Co, Ltd.","Shanghai","China"
"Laura’s Reserve SL-28","Hula Daddy","Holulaloa",NULL
"Panama Finca Mama Cata Microlot Tona","PT's Coffee Roasting Co.","Topeka","United States"
"Panama Finca Mama Cata Microlot Tona","PT's Coffee Roasting Co.","Topeka","United States"
"Panama Finca Mama Cata Microlot Tona","PT's Coffee Roasting Co.","Topeka","United States"
"Meaza Ethiopia","Coava Coffee Roasters","Portland","United States"
"Las Lajas Perla Negra Natural","Corvus Coffee Roasters","Denver","United States"
"Las Lajas Perla Negra Natural","Corvus Coffee Roasters","Denver","United States"
"Ninety Plus Silvia Solkiln N2","Creation Food Co.","Taipei","Taiwan"
"Kenya Karatu","Greater Goods Coffee Roasters","Austin","United States"
"Kenya Karatu","Greater Goods Coffee Roasters","Austin","United States"
"Kenya Karatu","Greater Goods Coffee Roasters","Austin","United States"
"Kenya Gatomboya Peaberry","Paradise Roasters","Hilo","United States"
"Kenya Gatomboya Peaberry","Paradise Roasters","Hilo","United States"
"Elida Natural “Dragonfly Lot”","Dragonfly Coffee Roasters","Henderson","United States"
"Worka Ethiopia","JBC Coffee Roasters","Madison","United States"
"Ethiopia Hambela Washed","Red Rooster Coffee Roaster","Floyd","United States"
"Kenya Muranga Gondo AA","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Muranga Gondo AA","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Muranga Gondo AA","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Muranga Gondo AA","Kakalove Cafe","Chia-Yi","Taiwan"
"Washed Yirgacheffe Aramo Alemayehu Berhanu","Kakalove Cafe","Chia-Yi","Taiwan"
"Washed Yirgacheffe Aramo Alemayehu Berhanu","Kakalove Cafe","Chia-Yi","Taiwan"
"Passport Collection Kenya Ichamara","Oceana Coffee","Tequesta","United States"
"Passport Collection Kenya Ichamara","Oceana Coffee","Tequesta","United States"
"Passport Collection Kenya Ichamara","Oceana Coffee","Tequesta","United States"
"Sumatra Black Panther","Crescendo Coffee Roasters","Yongin-Si","South Korea"
"Sumatra Lintong Mutu Batak","Klatch Coffee","Los Angeles","United States"
"Deri Kochoha Espresso","JBC Coffee Roasters","Madison","United States"
"Camilina Geisha Auromar Natural","Dragonfly Coffee Roasters","Henderson","United States"
"Deri Kochoha Ethiopia","JBC Coffee Roasters","Madison","United States"
"Deri Kochoha Ethiopia","JBC Coffee Roasters","Madison","United States"
"Cachajinas Guatemala Huehuetenango","Barrington Coffee Roasting Co.","Lee","United States"
"Cachajinas Guatemala Huehuetenango","Barrington Coffee Roasting Co.","Lee","United States"
"Ethiopia Yirgacheffe Reko","Temple Coffee and Tea","Sacramento","United States"
"Costa Rica Alberto Guardia Bourbon Natural","Temple Coffee and Tea","Sacramento","United States"
"Costa Rica Alberto Guardia Bourbon Natural","Temple Coffee and Tea","Sacramento","United States"
"Colombia San Adolfo","Red Rooster Coffee Roaster","Floyd","United States"
"Colombia San Adolfo","Red Rooster Coffee Roaster","Floyd","United States"
"Brazil Estancia Telese","Revel Coffee","Billings","United States"
"Brazil Fazenda Passeio Natural","Willoughby's Coffee & Tea","Branford","United States"
"Brazil Fazenda Passeio Natural","Willoughby's Coffee & Tea","Branford","United States"
"Kenya Nyeri Gatugi AA","Kakalove Café","Chia-Yi","Taiwan"
"Kenya Nyeri Gatugi AA","Kakalove Café","Chia-Yi","Taiwan"
"Kenya Nyeri Gatugi AA","Kakalove Café","Chia-Yi","Taiwan"
"Kenya Nyeri Gatugi AA","Kakalove Café","Chia-Yi","Taiwan"
"Kenya Nyeri Gatugi AA","Kakalove Café","Chia-Yi","Taiwan"
"Kenya Nyeri Gatugi AA","Kakalove Café","Chia-Yi","Taiwan"
"Panama La Esmeralda Bosque Geisha","Bird Rock Coffee Roasters","San Diego","United States"
"Ethiopia Yirgacheffe Kebele Kochore","The WestBean Coffee Roasers","San Diego","United States"
"El Sitio Ecuador","Lexington Coffee Roasters","Lexington","United States"
"Harfusa Espresso","JBC Coffee Roasters","Madison","United States"
"SOPACDI Congo","Lexington Coffee Roasters","Lexington","United States"
"Reserve Panama Geisha Hacienda La Esmeralda","Big Shoulders Coffee","Chicago","United States"
"Bean Brain Reserve Suke Quto Ethiopia Sidamo Espresso","Cafe Virtuoso","San Diego","United States"
"Hambela Ethiopia","Barrington Coffee Roasting Co.","Lee","United States"
"Ecuador Juan Peña","Turning Point Coffee","San Francisco","United States"
"100% Kona Bourbon Pointu Laurina","Hula Daddy","Holulaloa",NULL
"Costa Rica Alberto Guardia Venecia Natural","Temple Coffee and Tea","Sacramento","United States"
"Costa Rica Alberto Guardia Venecia Natural","Temple Coffee and Tea","Sacramento","United States"
"Adame Gorbota Espresso","JBC Coffee Roasters","Madison","United States"
"El Aguila Pacamara Espresso","JBC Coffee Roasters","Madison","United States"
"El Aguila Pacamara Espresso","JBC Coffee Roasters","Madison","United States"
"El Aguila Pacamara Espresso","JBC Coffee Roasters","Madison","United States"
"El Aguila Pacamara Espresso","JBC Coffee Roasters","Madison","United States"
"El Aguila Pacamara Espresso","JBC Coffee Roasters","Madison","United States"
"Adame Gorbota Ethiopia","JBC Coffee Roasters","Madison","United States"
"Ethiopia Yirgacheffe Adado","Flight Coffee Co.","Bedford","United States"
"Kenya AA Nyeri Tambaya","Red Rooster Coffee Roaster","Floyd","United States"
"Kenya AA Nyeri Tambaya","Red Rooster Coffee Roaster","Floyd","United States"
"Costa Rica Las Lajas Red Honey","Red Rooster Coffee Roaster","Floyd","United States"
"Costa Rica Las Lajas Red Honey","Red Rooster Coffee Roaster","Floyd","United States"
"Bernachon Panama Geisha","Wei Chuan Foods Corporation","Taipei","Taiwan"
"Panama La Esmeralda Geisha Bosque Natural","Temple Coffee and Tea","Sacramento","United States"
"Harfusa Ethiopia Yirgacheffe Fair Trade Organic","JBC Coffee Roasters","Madison","United States"
"Panama Don Pepe Estate Geisha Single-Origin Espresso","Temple Coffee and Tea","Sacramento","United States"
"El Salvador Finca Medrano Pacamara Nohemi Ventura","Namusairo Coffee","Seoul","South Korea"
"El Salvador Finca Medrano Pacamara Nohemi Ventura","Namusairo Coffee","Seoul","South Korea"
"El Salvador Finca Medrano Pacamara Nohemi Ventura","Namusairo Coffee","Seoul","South Korea"
"El Salvador Finca Medrano Pacamara Nohemi Ventura","Namusairo Coffee","Seoul","South Korea"
"El Salvador Finca Medrano Pacamara Nohemi Ventura","Namusairo Coffee","Seoul","South Korea"
"Ethiopia Jimma Agaro","Crimson Cup Coffee & Tea","Columbus","United States"
"Panama Lino Esmeralda Geisha Natural","Bird Rock Coffee Roasters","San Diego","United States"
"Ethiopia Sidama Akrabi","Illuminista Coffee Roasters","Lake","United States"
"Kenya Embu Gakui Peaberry","Giv COFFEE","Torrington","United States"
"Kenya Embu Gakui Peaberry","Giv COFFEE","Torrington","United States"
"Kenya Embu Gakui Peaberry","Giv COFFEE","Torrington","United States"
"Kenya Embu Gakui Peaberry","Giv COFFEE","Torrington","United States"
"Kenya AA Kigwandi Estate","Willoughby's Coffee & Tea","Branford","United States"
"Kenya AA Kigwandi Estate","Willoughby's Coffee & Tea","Branford","United States"
"Kenya AA Kigwandi Estate","Willoughby's Coffee & Tea","Branford","United States"
"Ethiopia Yirgacheffe Buna Ababa","Coffee Factorial","San Diego","United States"
"Panama Don Pepe Fully Washed Geisha","Temple Coffee and Tea","Sacramento","United States"
"Finca La Mula Panama Geisha","JBC Coffee Roasters","Madison","United States"
"Black House","Modern Times","San Diego","United States"
"Kenya Gachatha AA","Klatch Coffee","Los Angeles","United States"
"Burundi Kayanza Province Mpanga Washing Station","Victrola Coffee Roasters","Seattle","United States"
"Burundi Kayanza Province Mpanga Washing Station","Victrola Coffee Roasters","Seattle","United States"
"Ethiopia Yirgacheffe Dabub Matebya","Flight Coffee Co.","Bedford","United States"
"El Salvador Finca Loma La Gloria","Bird Rock Coffee Roasters","San Diego","United States"
"El Salvador Finca Loma La Gloria","Bird Rock Coffee Roasters","San Diego","United States"
"El Salvador Finca Loma La Gloria","Bird Rock Coffee Roasters","San Diego","United States"
"El Salvador Finca Loma La Gloria","Bird Rock Coffee Roasters","San Diego","United States"
"El Salvador Finca Loma La Gloria","Bird Rock Coffee Roasters","San Diego","United States"
"Ethiopia Washed Limu Gera","Kakalove Cafe","Chia-Yi","Taiwan"
"Ethiopia Washed Limu Gera","Kakalove Cafe","Chia-Yi","Taiwan"
"Costa Rica Sonora Bourbon Natural","Temple Coffee and Tea","Sacramento","United States"
"Costa Rica Sonora Bourbon Natural","Temple Coffee and Tea","Sacramento","United States"
"The Secret Coffee","Comestible Master Company","Taichung","Taiwan"
"Sweet Maria’s Acatenango Gesha","AHRIRE Roasting","Pu'Er Yunnan Province","China"
"Keremara AA Kenya","Barrington Coffee Roasting Co.","Lee","United States"
"Ethiopia Yirgacheffe Gedeo","Flight Coffee Co.","Bedford","United States"
"Ethiopian Washed Kochere G1 SO Espresso","Café de Impression","Kaohsiung","Taiwan"
"Colombia Granja La Esperanza Grand Cru Mokka","PT's Coffee Roasting Co.","Topeka","United States"
"Panama Esmeralda Geisha","Big Shoulders Coffee","Chicago","United States"
"Milepost Kenya Nyeri Ruarai","Red Rooster Coffee Roaster","Floyd","United States"
"Milepost Kenya Nyeri Ruarai","Red Rooster Coffee Roaster","Floyd","United States"
"Milepost Kenya Nyeri Ruarai","Red Rooster Coffee Roaster","Floyd","United States"
"Milepost Kenya Nyeri Ruarai","Red Rooster Coffee Roaster","Floyd","United States"
"Kenya Thiriku","Chocolate Fish Coffee Roasters","Sacramento","United States"
"Kenya Thiriku","Chocolate Fish Coffee Roasters","Sacramento","United States"
"Kenya Thiriku","Chocolate Fish Coffee Roasters","Sacramento","United States"
"Ethiopia Biloya Organic","Olympia Coffee Roasting","Olympia","Greece"
"Organic Ethiopian Worka Special Prep","Wonderstate Coffee","Viroqua","United States"
"Ethiopia Washed Yirgacheffe Alemu Station","Kakalove Cafe","Chia-Yi","Taiwan"
"Ethiopia Washed Yirgacheffe Alemu Station","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Nyeri Tambaya Peaberry","Victrola Coffee Roasters","Seattle","United States"
"Kenya Nyeri Tambaya Peaberry","Victrola Coffee Roasters","Seattle","United States"
"Ethiopia Suke Quto Organic","Paradise Roasters","Hilo","United States"
"Esmeralda Leon Natural Geisha","Bird Rock Coffee Roasters","San Diego","United States"
"Kenya Nyeri Rukira AB","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Nyeri Rukira AB","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Nyeri Rukira AB","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Nyeri Rukira AB","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Nyeri Rukira AB","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Nyeri Rukira AB","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Nyeri Rukira AB","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Nyeri Rukira AB","Kakalove Cafe","Chia-Yi","Taiwan"
"Auromar Camilina Geisha","PT's Coffee Roasting Co.","Topeka","United States"
"Holiday Blend","Olympia Coffee Roasting","Olympia","Greece"
"Holiday Blend","Olympia Coffee Roasting","Olympia","Greece"
"Panama Geisha Holiday Blend","Compelling & Rich","Los Angeles","United States"
"Panama Esmeralda Especial Geisha Bosque 2","Temple Coffee and Tea","Sacramento","United States"
"Gratitude Special Blend","Geisha Coffee Roaster","Longwood","United States"
"Nicaragua Pacamara Reserve Los Congos","Dragonfly Coffee Roasters","Henderson","United States"
"Nicaragua Pacamara Reserve Los Congos","Dragonfly Coffee Roasters","Henderson","United States"
"Nicaragua Pacamara Reserve Los Congos","Dragonfly Coffee Roasters","Henderson","United States"
"Nicaragua Pacamara Reserve Los Congos","Dragonfly Coffee Roasters","Henderson","United States"
"Nicaragua Pacamara Reserve Los Congos","Dragonfly Coffee Roasters","Henderson","United States"
"Kenya Muthonjo AA","Tony's Coffees and Teas","Bellingham","United States"
"Kenya Muthonjo AA","Tony's Coffees and Teas","Bellingham","United States"
"Perci Red Panama Gesha","Barrington Coffee Roasting Co.","Lee","United States"
"Ethiopia Yirgacheffe Gutiti","Paradise Roasters","Hilo","United States"
"Seasonal Mini-Me Yirgacheffe Washed","CofFeeling","Kaohsiung","Taiwan"
"Panama Mama Cata Natural","Geisha Coffee Roaster","Longwood","United States"
"High Mountain Red Bourbon","Hula Daddy","Holulaloa",NULL
"High Mountain Red Bourbon","Hula Daddy","Holulaloa",NULL
"Nicaragua Pacamara Reserve Los Congos","Old Soul Co.","Sacramento","United States"
"Nicaragua Pacamara Reserve Los Congos","Old Soul Co.","Sacramento","United States"
"Nicaragua Pacamara Reserve Los Congos","Old Soul Co.","Sacramento","United States"
"Nicaragua Pacamara Reserve Los Congos","Old Soul Co.","Sacramento","United States"
"Nicaragua Pacamara Reserve Los Congos","Old Soul Co.","Sacramento","United States"
"Panama Duncan Natural Gesha","Temple Coffee and Tea","Sacramento","United States"
"Guatemala Acatenango Gesha","Revel Coffee","Billings","United States"
"Kenya Kigwandi AA","Klatch Coffee","Los Angeles","United States"
"Kenya Kigwandi AA","Klatch Coffee","Los Angeles","United States"
"Kenya Kigwandi AA","Klatch Coffee","Los Angeles","United States"
"Ethiopia Homacho Waeno","Blue Bottle Coffee","Oakland","United States"
"Colombia Granja Esperanza Gesha AAA","Blue Bottle Coffee","Oakland","United States"
"Kenya Mathew Mugo","Wonderstate Coffee","Viroqua","United States"
"Kenya Mathew Mugo","Wonderstate Coffee","Viroqua","United States"
"Kenya Mathew Mugo","Wonderstate Coffee","Viroqua","United States"
"Kenya Mathew Mugo","Wonderstate Coffee","Viroqua","United States"
"Kenya Nyeri","Coastal Peaks Coffee","San Luis Obispo","United States"
"Kenya Nyeri","Coastal Peaks Coffee","San Luis Obispo","United States"
"Kenya Nyeri","Coastal Peaks Coffee","San Luis Obispo","United States"
"Kenya AA Giakanja","Papa Lin's Coffee Roasting","Yorktown Heights","United States"
"Kenya AA Giakanja","Papa Lin's Coffee Roasting","Yorktown Heights","United States"
"Kenya AA Giakanja","Papa Lin's Coffee Roasting","Yorktown Heights","United States"
"Ethiopia Chele’ Lektu","BeanFruit Coffee Co.","Jackson","United States"
"Kochoha Espresso","JBC Coffee Roasters","Madison","United States"
"Kenya Nyeri Giakanja","The WestBean Coffee Roasters","San Diego","United States"
"Kenya Nyeri Giakanja","The WestBean Coffee Roasters","San Diego","United States"
"Kenya Nyeri Giakanja","The WestBean Coffee Roasters","San Diego","United States"
"Panama Ironman Camilina Geisha","Klatch Coffee","Los Angeles","United States"
"Panama Estate Reserve: Elida Estate Natural","Dragonfly Coffee Roasters","Henderson","United States"
"Byron’s Maracaturra Natural Nicaragua","Thanksgiving Coffee","Fort Bragg","United States"
"Byron’s Maracaturra Natural Nicaragua","Thanksgiving Coffee","Fort Bragg","United States"
"Byron’s Maracaturra Natural Nicaragua","Thanksgiving Coffee","Fort Bragg","United States"
"Byron’s Maracaturra Natural Nicaragua","Thanksgiving Coffee","Fort Bragg","United States"
"Byron’s Maracaturra Natural Nicaragua","Thanksgiving Coffee","Fort Bragg","United States"
"Byron’s Maracaturra Natural Nicaragua","Thanksgiving Coffee","Fort Bragg","United States"
"Panama Chiriqui Finca Santa Teresa Geisha","Compelling & Rich","Los Angeles","United States"
"Panama La Berlina Typica Natural","Bacca Cafe","Tainan","Taiwan"
"Panama NPGE Perci N2","Namusairo Coffee","Seoul","South Korea"
"El Salvador Cerro Las Ranas Espresso","Klatch Coffee","Los Angeles","United States"
"El Salvador Cerro Las Ranas Espresso","Klatch Coffee","Los Angeles","United States"
"Kii Kenya","JBC Coffee Roasters","Madison","United States"
"Ethiopia Boke Washed Grade 1","Temple Coffee and Tea","Sacramento","United States"
"Kenya Kahiriga","Wild Goose Coffee Roasters","Redlands","United States"
"Kenya Kahiriga","Wild Goose Coffee Roasters","Redlands","United States"
"Kenya Kahiriga","Wild Goose Coffee Roasters","Redlands","United States"
"Ready-to-Drink Coffee Cold Brew","Slingshot Coffee","Raleigh","United States"
"Elida Estate Panama","Bird Rock Coffee Roasters","San Diego","United States"
"Washed Yirgacheffe","Bird Rock Coffee Roasters","San Diego","United States"
"Ethiopia Yirgacheffe Kore Kochore","Flight Coffee Co.","Bedford","United States"
"SO Espresso Brazil Fazenda Rainha Natural","Paradise Roasters","Hilo","United States"
"Celinga Ethiopia","JBC Coffee Roasters","Madison","United States"
"Celinga Ethiopia Espresso","JBC Coffee Roasters","Madison","United States"
"Ethiopia Moplaco Yirgacheffe","ChacolaTAY","Taichung","Taiwan"
"Kenya Nyeri Tambaya AA","ChacolaTAY","Taichung","Taiwan"
"Kenya Nyeri Tambaya AA","ChacolaTAY","Taichung","Taiwan"
"Colombia Cerro Azul Geisha","Tony's Coffees & Teas","Bellingham","United States"
"Colombia Cerro Azul Enano","Equator Coffees & Teas","San Rafael","United States"
"Ethiopia Gedeo Yirgacheffe","Revel Coffee","Billings","United States"
"Rwanda Karongi Gitesi","Flight Coffee Co.","Bedford","United States"
"Rwanda Karongi Gitesi","Flight Coffee Co.","Bedford","United States"
"Kenya Makwa AB","Klatch Coffee","Los Angeles","United States"
"Kenya Makwa AB","Klatch Coffee","Los Angeles","United States"
"Kenya Kabare AB","Flight Coffee Co.","Bedford","United States"
"Kenya Kabare AB","Flight Coffee Co.","Bedford","United States"
"Kenya Kabare AB","Flight Coffee Co.","Bedford","United States"
"El Salvador Santa Elena Honey Pacamara","Temple Coffee and Tea","Sacramento","United States"
"El Salvador Santa Elena Honey Pacamara","Temple Coffee and Tea","Sacramento","United States"
"El Salvador Santa Elena Honey Pacamara","Temple Coffee and Tea","Sacramento","United States"
"El Salvador Santa Elena Honey Pacamara","Temple Coffee and Tea","Sacramento","United States"
"El Salvador Santa Elena Honey Pacamara","Temple Coffee and Tea","Sacramento","United States"
"Kenya Makwa AB","Temple Coffee and Tea","Sacramento","United States"
"Kenya Makwa AB","Temple Coffee and Tea","Sacramento","United States"
"Ethiopia Yirgacheffe ECX Auction Lot","Temple Coffee and Tea","Sacramento","United States"
"Ethiopia Washed Yirgacheffe “Mini-Me” 2014","Simon Hsieh's Aroma Roast Coffees","Taoyuan","Taiwan"
"Panama Los Lajones Bambu Geisha","Temple Coffee and Tea","Sacramento","United States"
"Panama Gesha Perci Red","Barrington Coffee Roasting Co.","Lee","United States"
"Organic Ethiopian Yirgacheffe Idido","Wonderstate Coffee","Viroqua","United States"
"Holiday Blend","Velton's Coffee","Everett","United States"
"Panama Finca La Mula Geisha Natural","Equator Coffees & Teas","San Rafael","United States"
"Ethiopia Washed Yirgacheffe Mini-Me","Simon Hsieh's Aroma Roast Coffees","Taoyuan","Taiwan"
"Lennette Kenya","Bird Rock Coffee Roasters","San Diego","United States"
"Lennette Kenya","Bird Rock Coffee Roasters","San Diego","United States"
"Makwa Kenya Nyeri","Bird Rock Coffee Roasters","San Diego","United States"
"Panama Los Lajones Bambu Geisha Natural","Paradise Roasters","Hilo","United States"
"Juliette Red Ninety Plus Gesha Estate Panama","Namusairo Coffee","Seoul","South Korea"
"Panama Gesha Ninety Plus Perci Red","Papa Lin's Coffee Roasting","Yorktown Heights","United States"
"El Agulia Pacamara El Salvador","Olympia Coffee Roasting","Olympia","Greece"
"El Agulia Pacamara El Salvador","Olympia Coffee Roasting","Olympia","Greece"
"El Agulia Pacamara El Salvador","Olympia Coffee Roasting","Olympia","Greece"
"El Agulia Pacamara El Salvador","Olympia Coffee Roasting","Olympia","Greece"
"El Agulia Pacamara El Salvador","Olympia Coffee Roasting","Olympia","Greece"
"Mexico Finca Kassandra Pacamara","Gracenote Coffee Roasters","Boston","United States"
"Mexico Finca Kassandra Pacamara","Gracenote Coffee Roasters","Boston","United States"
"Mexico Finca Kassandra Pacamara","Gracenote Coffee Roasters","Boston","United States"
"Mexico Finca Kassandra Pacamara","Gracenote Coffee Roasters","Boston","United States"
"Mexico Finca Kassandra Pacamara","Gracenote Coffee Roasters","Boston","United States"
"Panama Finca Santa Teresa Honey Geisha","CafeTaster","Taipei","Taiwan"
"Batista Natural Geisha","Gavagai","Kaohsiung","Taiwan"
"Perci N2 Ninety Plus Gesha Estates Panama","Namusairo Coffee","Seoul","South Korea"
"Ethiopia Sidama Deri Kochoha","Flight Coffee Co.","Bedford","United States"
"Kenya Kirinyaga Karimikui Peaberry","Flight Coffee Co.","Bedford","United States"
"Ethiopia Yirgacheffe","Water Avenue Coffee","Portland","United States"
"Panama Auromar Estate “Ironman” Geisha","PT's Coffee Roasting Co.","Topeka","United States"
"Honeyed Yellow Caturra","Big Island Coffee Roasters","Mountain View","United States"
"Ethiopia Yirgacheffe Kochere Grade 1","Temple Coffee and Tea","Sacramento","United States"
"Colombia Valle del Cauca Cerro Azul Geisha AAA","Victrola Coffee Roasters","Seattle","United States"
"Deri Kochoha Ethiopian Sidamo","JBC Coffee Roasters","Madison","United States"
"Kemgin Ethiopia","Cafe Del Mundo","Anchorage","United States"
"Kemgin Ethiopia","Cafe Del Mundo","Anchorage","United States"
"Ethiopia Yirgacheffe Kochere G1","Victrola Coffee Roasters","Seattle","United States"
"Maragogype Honey Process","Rusty's Hawaiian Coffee","Pahala","United States"
"Ninety Plus Kemgin W2 Ethiopia","Cafe Est","Taipei","Taiwan"
"Geisha S94","The Coffee Academics","Hong Kong","China"
"Geisha S94","The Coffee Academics","Hong Kong","China"
"Sumatra Mandheling Wahana","Lexington Coffee Roasters","Lexington","United States"
"Geisha P.E.B. (RFA)","The Coffee Academics","Hong Kong","China"
"Geisha P.E.B. (RFA)","The Coffee Academics","Hong Kong","China"
"Ethiopia Yirgacheffe ECX","Temple Coffee and Tea","Sacramento","United States"
"Rwanda Nyamasheke","BeanFruit Coffee Co.","Jackson","United States"
"Rwanda Nyamasheke","BeanFruit Coffee Co.","Jackson","United States"
"Kenya Riakiberu Peaberry","Flight Coffee Co.","Bedford","United States"
"Kenya Riakiberu Peaberry","Flight Coffee Co.","Bedford","United States"
"Ethiopia Ninety Plus Kemgin","Papa Lin's Coffee Roasting","Yorktown Heights","United States"
"Ethiopia Ninety Plus Kemgin","Papa Lin's Coffee Roasting","Yorktown Heights","United States"
"Belekatu Ethiopia Yirgacheffe","JBC Coffee Roasters","Madison","United States"
"Yukro Ethiopia","George Howell Coffee Company","Acton","United Kingdom"
"Rutana Burundi Espresso","JBC Coffee Roasters","Madison","United States"
"Rutana Burundi Espresso","JBC Coffee Roasters","Madison","United States"
"La Esmeralda Mario Carnaval 2012 Panama","George Howell Coffee Company","Acton","United Kingdom"
"Sumatra Wahana Natural","Bard Coffee","Portland","United States"
"Kenya Mukurweini Kamuchuni AA","Victrola Coffee Roasters","Seattle","United States"
"Kenya Mukurweini Kamuchuni AA","Victrola Coffee Roasters","Seattle","United States"
"Washed Yirgacheffe","GreenAlives","Taipei","Taiwan"
"Ninety Plus Sillvia SK L95","Knockbox Coffee","Hong Kong","China"
"Ninety Plus Sillvia SK L95","Knockbox Coffee","Hong Kong","China"
"Yirgacheffe Belekatu","Novo Coffee","Denver","United States"
"Mexico Santa Teresa BCS 02: Cabernet Franc Barrel","Ceremony Coffee Roasters","Annapolis","United States"
"Mexico Santa Teresa BCS 02: Cabernet Franc Barrel","Ceremony Coffee Roasters","Annapolis","United States"
"Yirgacheffe Blue Nile","Highwire Coffee Roasters","Emeryville","United States"
"Ethiopia Yirgacheffe Kochere","Paradise Roasters","Hilo","United States"
"Mario San Jose Geisha","PT's Coffee Roasting Co.","Topeka","United States"
"Kenya Kamviu","Temple Coffee and Tea","Sacramento","United States"
"Kenya Kamviu","Temple Coffee and Tea","Sacramento","United States"
"Panama La Esmeralda Especial","Kean Coffee","Newport Beach","United States"
"Rwanda Abakundakawa","Wonderstate Coffee","Viroqua","United States"
"Rwanda Abakundakawa","Wonderstate Coffee","Viroqua","United States"
"Rwanda Abakundakawa","Wonderstate Coffee","Viroqua","United States"
"Panama Don Pachi Natural Geisha","PT's Coffee Roasting Co.","Topeka","United States"
"Finca El Injerto Patagonia, Guatemala","PT's Coffee Roasting Co.","Topeka","United States"
"Finca El Injerto Patagonia, Guatemala","PT's Coffee Roasting Co.","Topeka","United States"
"Finca El Injerto Patagonia, Guatemala","PT's Coffee Roasting Co.","Topeka","United States"
"Finca El Injerto Patagonia, Guatemala","PT's Coffee Roasting Co.","Topeka","United States"
"Finca El Injerto Patagonia, Guatemala","PT's Coffee Roasting Co.","Topeka","United States"
"Colombia Geisha","Green Mountain Coffee","Waterbury","United States"
"Colombia La Esperanza Cerro Azul Geisha","PT's Coffee Roasting Co.","Topeka","United States"
"Ethiopia Washed Yirgacheffe Aroma Roast","Simon Hsieh's Aroma Roast Coffees","Taoyuan","Taiwan"
"Bourbon Duets","CofFeeling","Kaohsiung","Taiwan"
"Bourbon Duets","CofFeeling","Kaohsiung","Taiwan"
"Lycello Panama Gesha","Barrington Coffee Roasting Co.","Lee","United States"
"Karatu Kenya AA","JBC Coffee Roasters","Madison","United States"
"Karatu Kenya AA","JBC Coffee Roasters","Madison","United States"
"Karatu Kenya AA","JBC Coffee Roasters","Madison","United States"
"Kenya Mamuto","Terroir Coffee","Acton","United Kingdom"
"Kenya Mamuto","Terroir Coffee","Acton","United Kingdom"
"Kenya Mamuto","Terroir Coffee","Acton","United Kingdom"
"Kenya Thunguri – Top Auction Lot","PT's Coffee Roasting Co.","Topeka","United States"
"Kenya Thunguri – Top Auction Lot","PT's Coffee Roasting Co.","Topeka","United States"
"Kenya Nyeri AA Tegu","ChacolaTAY","Taichung","Taiwan"
"Kenya Nyeri AA Tegu","ChacolaTAY","Taichung","Taiwan"
"Panama Gesha Estates: Perci Estate 29 Natural","Willoughby's Coffee & Tea","Branford","United States"
"Roastmaster’s Reserve Esmeralda","Caribou Coffee","Minneapolis","United States"
"Panama Don Pachi Natural Geisha","Bird Rock Coffee Roasters","San Diego","United States"
"Ethiopia Nanno Challa Cooperative","PT's Coffee Roasting Co.","Topeka","United States"
"Esmeralda Leon, Panama Geisha Auction Lot","Klatch Coffee","Los Angeles","United States"
"Panama Don Pachi Natural Geisha","Klatch Coffee","Los Angeles","United States"
"Kona Maragogipe Honey S.O. Espresso","Simon Hsieh's Aroma Roast Coffees","Taoyuan","Taiwan"
"Colombia Finca Villa Loyola","PT's Coffee Roasting Co.","Topeka","United States"
"El Vergel Guatemala","Terroir Coffee","Acton","United Kingdom"
"El Vergel Guatemala","Terroir Coffee","Acton","United Kingdom"
"Kenya Nyeri AA Gaturiri","The WestBean Coffee Roasters","San Diego","United States"
"El Salvador Santa Rita","Lexington Coffee Roasters","Lexington","United States"
"El Salvador Santa Rita","Lexington Coffee Roasters","Lexington","United States"
"Ethiopia Yirgacheffe Gedeo Worka Fair Trade Organic Certified","JBC Coffee Roasters","Madison","United States"
"Rusty’s Hawaiian Red Caturra Natural","Willoughby's Coffee & Tea","Branford","United States"
"Guatemala El Injerto Pacamara","Willoughby's Coffee & Tea","Branford","United States"
"Guatemala El Injerto Pacamara","Willoughby's Coffee & Tea","Branford","United States"
"Guatemala El Injerto Pacamara","Willoughby's Coffee & Tea","Branford","United States"
"Guatemala El Injerto Pacamara","Willoughby's Coffee & Tea","Branford","United States"
