"coffee_name","roaster_name","roaster_city","roaster_country_name"
"Kenya Gicherori","Temple Coffee Roasters","Sacramento","United States"
"Wush Wush Ginbo Keffa Ethiopia","Equiano Coffee","Eugene","United States"
"Burundi Karehe","Boon Boona Coffee","Renton","United States"
"Estelí Nicaragua","Dávila Kafe","Washington","United States"
"Colombia Finca El Roblar","BeanFruit Coffee Co.","Jackson","United States"
"Guatemala Bella Carmona","Conscious Cup Coffee Roasters","Crystal Lake","United States"
"Guatemala Bella Carmona","Conscious Cup Coffee Roasters","Crystal Lake","United States"
"Ethiopia Yirgacheffe Kochere Debo","Jackrabbit Java","Thermopolis","United States"
"Kilauea Volcano Champagne Natural","Paradise Roasters","Hilo","United States"
"Kilauea Volcano Champagne Natural","Paradise Roasters","Hilo","United States"
"Nicaragua La Benedicion SL28 Natural","Paradise Roasters","Hilo","United States"
"Colombia Tolima Geisha","Paradise Roasters","Hilo","United States"
"Kenya AA Kirinyaga Kii","94 Fresh Coffee","Kaohsiung","Taiwan"
"Kenya AA Kirinyaga Kii","94 Fresh Coffee","Kaohsiung","Taiwan"
"Colombia Antioquia La Papaya Bourbon Chiroso","94 Fresh Coffee","Kaohsiung","Taiwan"
"Karimiuki Espresso","JBC Coffee Roasters","Madison","United States"
"Karimiuki Espresso","JBC Coffee Roasters","Madison","United States"
"Karimiuki Espresso","JBC Coffee Roasters","Madison","United States"
"Karimiuki Espresso","JBC Coffee Roasters","Madison","United States"
"Karimiuki Kenya","JBC Coffee Roasters","Madison","United States"
"Karimiuki Kenya","JBC Coffee Roasters","Madison","United States"
"Karimiuki Kenya","JBC Coffee Roasters","Madison","United States"
"Karimiuki Kenya","JBC Coffee Roasters","Madison","United States"
"DR Congo, Gera Village, SOPACDI","Conscious Cup Coffee Roasters","Crystal Lake","United States"
"El Floral Colombia","JBC Coffee Roasters","Madison","United States"
"El Salvador Geisha Natural","Paradise Roasters","Hilo","United States"
"Taiwan Natural Alishan Zhuo-Wu Farm Geisha","Kakalove Cafe","Chia-Yi","Taiwan"
"Taiwan Natural Alishan Zhuo-Wu Farm Geisha","Kakalove Cafe","Chia-Yi","Taiwan"
"Brazil Ipanema Black Edition A-41 Red Cherry","GK Coffee","Yilan","China"
"Costa Rica Hacienda Tobosi Copey Villa Sarchi Black Honey","Atom Coffee Roasters","Douliou City","Taiwan"
"Red Bourbon Natural Exclusive Reserve","Hala Tree Kona Coffee","Captain Cook","United States"
"Kona Classic Black Rock Farm","Paradise Roasters","Hilo","United States"
"Colombia Cauca At’e","States Coffee & Mercantile","Martinez","United States"
"Ignacio Quintero Colombia","JBC Coffee Roasters","Madison","United States"
"Ka’u Giant Maragogipe","Big Island Coffee Roasters","Mountain View","United States"
"Kenya Embu Gicherori Factory AA Top","GK Coffee","Yilan","China"
"Kenya Embu Gicherori Factory AA Top","GK Coffee","Yilan","China"
"Colombia Finca Lord Baltimore Papayo","Paradise Roasters","Hilo","United States"
"Mocha Java","Thanksgiving Coffee Company","Fort Bragg","United States"
"Kenya Tuikit Factory AA","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Tuikit Factory AA","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Tuikit Factory AA","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Tuikit Factory AA","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Tuikit Factory AA","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Tuikit Factory AA","Kakalove Cafe","Chia-Yi","Taiwan"
"Abu Natural Panama Geisha","Klatch Coffee","Los Angeles","United States"
"Gesha Village Single-Variety Gesha Special Selection","Plat Coffee Roastery","Hong Kong","China"
"Gesha Village Single-Variety Gesha Special Selection","Plat Coffee Roastery","Hong Kong","China"
"Monteblanco Cold Fermentation Geisha","Steady State Roasting Company","Carlsbad","United States"
"Yemen Al-Obbarat","Paradise Roasters","Hilo","United States"
"Ecuador Quilanga Typica Yeast Fermentation","Paradise Roasters","Hilo","United States"
"Ethiopia Wush Wush","Revel Coffee","Billings","United States"
"Costa Rica Luis Campos Anaerobic","Revel Coffee","Billings","United States"
"Colombia Granja La Esperanza Tres Dragones","PT's Coffee Roasting Co.","Topeka","United States"
"Colombia Finca La Loma Microlot","BeanFruit Coffee Co.","Jackson","United States"
"Elida Natural Dragonfly Lot","Dragonfly Coffee Roasters","Henderson","United States"
"Kona Laurina Pointu","Kona Farm Direct","Holualoa","United States"
"Kenya Kiri Peaberry","Bird Rock Coffee Roasters","San Diego","United States"
"Kenya Kiri Peaberry","Bird Rock Coffee Roasters","San Diego","United States"
"Panama Hacienda La Esmeralda Geisha Natural Special Auction ES-N-2","Euphora Coffee","Taipei","Taiwan"
"El Salvador Finca El Cerro Natural","Red Rooster Coffee Roaster","Floyd","United States"
"El Salvador Finca El Cerro Natural","Red Rooster Coffee Roaster","Floyd","United States"
"El Salvador Finca El Cerro Natural","Red Rooster Coffee Roaster","Floyd","United States"
"El Salvador Finca El Cerro Natural","Red Rooster Coffee Roaster","Floyd","United States"
"El Salvador Finca El Cerro Natural","Red Rooster Coffee Roaster","Floyd","United States"
"Panama Esmeralda Geisha Natural","Paradise Roasters","Hilo","United States"
"Kenya FSC AB","Black Coffee In Black Jar","Taichung","Taiwan"
"Kenya FSC AB","Black Coffee In Black Jar","Taichung","Taiwan"
"Kenya FSC AB","Black Coffee In Black Jar","Taichung","Taiwan"
"Kenya FSC AB","Black Coffee In Black Jar","Taichung","Taiwan"
"Ceri Ceri Meriah Coffee","Mother Pigeons","Jakarta","Indonesia"
"Alamendah Patuha Coffee","Mother Pigeons","Jakarta","Indonesia"
"Alamendah Patuha Coffee","Mother Pigeons","Jakarta","Indonesia"
"Panama Esmeralda Geisha Portón Oro Yeast","Klatch Coffee","Los Angeles","United States"
"Panama Elida Geisha Natural 1029","Klatch Coffee","Los Angeles","United States"
"Port of Mokha Yemen JSP","Plat Coffee Roastery","Hong Kong","China"
"Port of Mokha Yemen JSP","Plat Coffee Roastery","Hong Kong","China"
"Panama Elida Natural Catuai","Klatch Coffee","Los Angeles","United States"
"Washed Geisha Hacienda La Esmeralda Jaramillo Special","Dragonfly Coffee Roasters","Henderson","United States"
"Panama Perci Geisha Natural","Willoughby's Coffee & Tea","Branford","United States"
"Elida Estate Geisha Green-Tip Natural","Dragonfly Coffee Roasters","Henderson","United States"
"Gesha Village Lot #85 Natural","JBC Coffee Roasters","Madison","United States"
"Gesha Village Lot #85 Natural","JBC Coffee Roasters","Madison","United States"
"Best of Panama GNEP-01 Elida Geisha Green Tip Natural","Willoughby's Coffee & Tea","Branford","United States"
"Geisha XO","Bird Rock Coffee Roasters","San Diego","United States"
"Colombia Finca La Maria Geisha Natural","Klatch Coffee","Los Angeles","United States"
"Panama Finca Kalithea Natural Geisha","Kakalove Café","Chia-Yi","Taiwan"
"Panama Finca Kalithea Natural Geisha","Kakalove Café","Chia-Yi","Taiwan"
"Panama Hacienda La Esmeralda Super Mario 6 Geisha","Dragonfly Coffee Roasters","Henderson","United States"
"Panama Geisha Alto Jaramillo","Caffe Luxxe","Santa Monica","United States"
"Colombia Laderas del Tapias Estate Natural Geisha","CafeTaster","Taipei","Taiwan"
"Gesha Village Natural Lot #19","GK Coffee","Yilan","China"
"Gesha Village Natural Lot #19","GK Coffee","Yilan","China"
"Gesha Village 1931 Lot 27","Mudhouse Coffee Roasters","Charlottesville","United States"
"Panama Finca San Sebastian","Jackrabbit Java","Thermopolis","United States"
"Panama Finca San Sebastian","Jackrabbit Java","Thermopolis","United States"
"El Salvador","Plat Coffee Roastery","Hong Kong","China"
"El Salvador","Plat Coffee Roastery","Hong Kong","China"
"El Salvador","Plat Coffee Roastery","Hong Kong","China"
"El Salvador","Plat Coffee Roastery","Hong Kong","China"
"Cup of Excellence Rwanda Champion","Difference Coffee","London","United Kingdom"
"Cup of Excellence Rwanda Champion","Difference Coffee","London","United Kingdom"
"Geisha Village Auction Lot #11","JBC Coffee Roasters","Madison","United States"
"Kenya Kimaruri","Caffe Luxxe","Santa Monica","United States"
"Kenya Kimaruri","Caffe Luxxe","Santa Monica","United States"
"Kenya Kimaruri","Caffe Luxxe","Santa Monica","United States"
"Kenya Kimaruri","Caffe Luxxe","Santa Monica","United States"
"Colombia Valle del Cauca Cerro Azul Geisha","modcup coffee","Jersey City","United States"
"Barichu Double","Barrington Coffee Roasting","Lee","United States"
"Barichu Double","Barrington Coffee Roasting","Lee","United States"
"Barichu Double","Barrington Coffee Roasting","Lee","United States"
"Barichu Double","Barrington Coffee Roasting","Lee","United States"
"Rukera Kenya","JBC Coffee Roasters","Madison","United States"
"Rukera Kenya","JBC Coffee Roasters","Madison","United States"
"Rukera Kenya","JBC Coffee Roasters","Madison","United States"
"Rukera Kenya","JBC Coffee Roasters","Madison","United States"
"Rukera Kenya","JBC Coffee Roasters","Madison","United States"
"Rukera Espresso","JBC Coffee Roasters","Madison","United States"
"Rukera Espresso","JBC Coffee Roasters","Madison","United States"
"Rukera Espresso","JBC Coffee Roasters","Madison","United States"
"Rukera Espresso","JBC Coffee Roasters","Madison","United States"
"Rukera Espresso","JBC Coffee Roasters","Madison","United States"
"Espresso Mandarina","Amavida Coffee Roasters","Santa Rosa Beach","United States"
"SOB Espresso","Folly Coffee Roasters","Silver Lake","United States"
"La Belleza Colombia","JBC Coffee Roasters","Madison","United States"
"Crystalina","Steady State Roasting Company","Carlsbad","United States"
"Ninety Plus Gesha Estates JBC Custom Lot #252","JBC Coffee Roasters","Madison","United States"
"La Palma Y El Tucan Hero Series Colombia Sidra Lot #190","Bird Rock Coffee Roasters","San Diego","United States"
"La Palma Y El Tucan Hero Series Colombia Sidra Lot #190","Bird Rock Coffee Roasters","San Diego","United States"
"Ka’u Champagne Natural","Paradise Roasters","Hilo","United States"
"Ka’u Champagne Natural","Paradise Roasters","Hilo","United States"
"Monarch Gesha","Equator Coffees","San Rafael","United States"
"Colombia Tolima Monteverde Estate Natural Wush Wush","Dou Zhai Coffee & Roast","Taoyuan","Taiwan"
"Gesha Rebecca Natural","Small Eyes Café","Yilan","China"
"Café Granja La Esperanza Sudan Rume Natural","PT's Coffee Roasting Co.","Topeka","United States"
"Tanzania Tarime AB","Flight Coffee Co.","Bedford","United States"
"El Salvador Cerro Las Ranas Honey Espresso","Kakalove Cafe","Chia-Yi","Taiwan"
"El Salvador Cerro Las Ranas Honey Espresso","Kakalove Cafe","Chia-Yi","Taiwan"
"Panama Baru Geisha Black","Kakalove Cafe","Chia-Yi","Taiwan"
"Panama Baru Geisha Black","Kakalove Cafe","Chia-Yi","Taiwan"
"Ethiopia Guji","States Coffee & Mercantile","Martinez","United States"
"Rwanda Kanzu","Dragonfly Coffee Roasters","Henderson","United States"
"Rwanda Kanzu","Dragonfly Coffee Roasters","Henderson","United States"
"Rwanda Mushonyi Natural","Amavida Coffee Roasters","Santa Rosa Beach","United States"
"Tanzania Ngorongoro Ridge Peaberry","Flight Coffee Co.","Bedford","United States"
"Ethiopia Haro Wachu","Turnstile Coffee Roasters","Belmar","United States"
"Banco Gotete Ethiopia","JBC Coffee Roasters","Madison","United States"
"Honduras Las Flores Parainema","Café Grumpy","Brooklyn","United States"
"Kivu DR Congo","JBC Coffee Roasters","Madison","United States"
"Panama Ninety Plus Perci Lot 50","Bird Rock Coffee Roasters","San Diego","United States"
"Colombia Sidra","Kaffetre","Changhua County","Taiwan"
"Colombia Sidra","Kaffetre","Changhua County","Taiwan"
"Colombia Geisha","Paradise Roasters","Hilo","United States"
"Kenya Karuthi AA","Coava Coffee Roasters","Portland","United States"
"Kenya Karuthi AA","Coava Coffee Roasters","Portland","United States"
"Ethiopia Kochere Washed Saona Lot","Kakalove Cafe","Chia-Yi","Taiwan"
"Ethiopia Kochere Washed Saona Lot","Kakalove Cafe","Chia-Yi","Taiwan"
"Colombia El Obraje Gesha","Joe Van Gogh Coffee","Hillsborough","United States"
"Baru Gesha","Bar Nine","Los Angeles","United States"
"Mama Cata Geisha Washed","Willoughby's Coffee & Tea","Branford","United States"
"Elida Estate Geisha Natural Dragonfly Reserve","Dragonfly Coffee Roasters","Henderson","United States"
"Costa Rica Geisha Honey COE 2018 2nd Place","Dragonfly Coffee Roasters","Henderson","United States"
"Guatemala Pacamara Natural","Fumi Coffee","Hsinchu","Taiwan"
"Guatemala Pacamara Natural","Fumi Coffee","Hsinchu","Taiwan"
"Guatemala Pacamara Natural","Fumi Coffee","Hsinchu","Taiwan"
"Guatemala Pacamara Natural","Fumi Coffee","Hsinchu","Taiwan"
"Guatemala Pacamara Natural","Fumi Coffee","Hsinchu","Taiwan"
"La Providencia Guatemala Maragogype","Bird Rock Coffee Roasters","San Diego","United States"
"La Providencia Guatemala Maragogype","Bird Rock Coffee Roasters","San Diego","United States"
"Hacienda La Esmeralda Cabana Geisha Natural","Dragonfly Coffee Roasters","Henderson","United States"
"Finca La Aurora Camilina Geisha","Dragonfly Coffee Roasters","Henderson","United States"
"Kenya Baragwi Thimu Peaberry","Temple Coffee and Tea","Sacramento","United States"
"Kenya Baragwi Thimu Peaberry","Temple Coffee and Tea","Sacramento","United States"
"Kenya Baragwi Thimu Peaberry","Temple Coffee and Tea","Sacramento","United States"
"Esmeralda Estate Porton Geisha Natural","Dragonfly Coffee Roasters","Henderson","United States"
"Ethiopia Washed Phoenix Special “Muse”","Simon Hsieh's Aroma Roast Coffees","Taoyuan","Taiwan"
"Ethiopia Yirgacheffe Botabaa Washed","Kakalove Cafe","Chia-Yi","Taiwan"
"Ethiopia Yirgacheffe Botabaa Washed","Kakalove Cafe","Chia-Yi","Taiwan"
"Ethiopia Gera Limmu Oromia","Temple Coffee and Tea","Sacramento","United States"
"Kenya Kabare Konyu","Temple Coffee and Tea","Sacramento","United States"
"Kenya Kabare Konyu","Temple Coffee and Tea","Sacramento","United States"
"Kenya Kabare Konyu","Temple Coffee and Tea","Sacramento","United States"
"Alemu Bukato Espresso","JBC Coffee Roasters","Madison","United States"
"Tarime Tanzania","Lexington Coffee Roasters","Lexington","United States"
"Berlina Geisha","Barrington Coffee Roasting","Lee","United States"
"Gatugi Triple","Barrington Coffee Roasting","Lee","United States"
"Gatugi Triple","Barrington Coffee Roasting","Lee","United States"
"Gatugi Triple","Barrington Coffee Roasting","Lee","United States"
"Gatugi Triple","Barrington Coffee Roasting","Lee","United States"
"Guatemala Finca El General Lot ALT8 Espresso","Kakalove Cafe","Chia-Yi","Taiwan"
"Guatemala Finca El General Lot ALT8 Espresso","Kakalove Cafe","Chia-Yi","Taiwan"
"Guatemala Finca El General Lot ALT8 Espresso","Kakalove Cafe","Chia-Yi","Taiwan"
"Guatemala Finca El General Lot ALT8 Espresso","Kakalove Cafe","Chia-Yi","Taiwan"
"Finca El Socorro Maracaturra","PT's Coffee Roasting Co.","Topeka","United States"
"Finca El Socorro Maracaturra","PT's Coffee Roasting Co.","Topeka","United States"
"Finca El Socorro Maracaturra","PT's Coffee Roasting Co.","Topeka","United States"
"Finca El Socorro Maracaturra","PT's Coffee Roasting Co.","Topeka","United States"
"Finca El Socorro Maracaturra","PT's Coffee Roasting Co.","Topeka","United States"
"Finca El Socorro Maracaturra","PT's Coffee Roasting Co.","Topeka","United States"
"Ethiopia Kochere Debo Washed Gellana","Kakalove Cafe","Chia-Yi","Taiwan"
"Ethiopia Kochere Debo Washed Gellana","Kakalove Cafe","Chia-Yi","Taiwan"
"Red Bourbon Honey Cold Brew Coffee","Bird Rock Coffee Roasters","San Diego","United States"
"Red Bourbon Honey Cold Brew Coffee","Bird Rock Coffee Roasters","San Diego","United States"
"Karimikui Espresso","JBC Coffee Roasters","Madison","United States"
"Karimikui Espresso","JBC Coffee Roasters","Madison","United States"
"Karimikui Espresso","JBC Coffee Roasters","Madison","United States"
"Karimikui Espresso","JBC Coffee Roasters","Madison","United States"
"Karimikui Espresso","JBC Coffee Roasters","Madison","United States"
"Costa Rica Cumbres Del Poas “Perla Negra” Natural","Magnolia Coffee","Charlotte","United States"
"Gesha Village Lot #25","Small Eyes Cafe","Yilan","China"
"Costa Rica Perla Negra","Durango Coffee Company","Durango","Mexico"
"Kenya Embu Uteuzi Jimbo","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Embu Uteuzi Jimbo","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Embu Uteuzi Jimbo","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Embu Uteuzi Jimbo","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Embu Uteuzi Jimbo","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Embu Uteuzi Jimbo","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Embu Uteuzi Jimbo","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Embu Uteuzi Jimbo","Kakalove Cafe","Chia-Yi","Taiwan"
"DR Congo FTO Bourbon SOPACDI","Dragonfly Coffee Roasters","Henderson","United States"
"Tarime Tanzania","JBC Coffee Roasters","Madison","United States"
"Kiniyota Espresso","JBC Coffee Roasters","Madison","United States"
"Kiniyota Espresso","JBC Coffee Roasters","Madison","United States"
"El Obraje Geisha","Dragonfly Coffee Roasters","Henderson","United States"
"Yemen Microlot","Dragonfly Coffee Roasters","Henderson","United States"
"Lycello by Ninety Plus","Dragonfly Coffee Roasters","Henderson","United States"
"Lotus by Ninety Plus","Dragonfly Coffee Roasters","Henderson","United States"
"Karen J Red Bourbon","Hula Daddy Kona Coffee","Holualoa","United States"
"Yemen Port of Mokha Al-Durrar","Equator Coffees & Teas","San Rafael","United States"
"Finca La Maria Geisha Natural","Bird Rock Coffee Roasters","San Diego","United States"
"Panama Baru Geisha Honey by Joseph","Kakalove Cafe","Chia-Yi","Taiwan"
"Panama Baru Geisha Honey by Joseph","Kakalove Cafe","Chia-Yi","Taiwan"
"Panama Baru Geisha Natural by Joseph","Kakalove Cafe","Chia-Yi","Taiwan"
"Panama Baru Geisha Natural by Joseph","Kakalove Cafe","Chia-Yi","Taiwan"
"Burundi Buhorwa","Big Shoulders Coffee","Chicago","United States"
"Burundi Buhorwa","Big Shoulders Coffee","Chicago","United States"
"Sumatra Mutu Batak","Klatch Coffee","Los Angeles","United States"
"Kiniyota Burundi","JBC Coffee Roasters","Madison","United States"
"Kiniyota Burundi","JBC Coffee Roasters","Madison","United States"
"Guatemala Retiro Natural Process","Durango Coffee Company","Durango","Mexico"
"Guatemala Retiro Natural Process","Durango Coffee Company","Durango","Mexico"
"Guatemala Retiro Natural Process","Durango Coffee Company","Durango","Mexico"
"Panama Auromar Estate Geisha Peaberry","Bird Rock Coffee Roasters","San Diego","United States"
"Panama Finca Hartmann Geisha Natural","Temple Coffee and Tea","Sacramento","United States"
"Mini-Me Washed Kaffa Forest","Simon Hsieh’s Aroma Roast Coffees","Taoyuan","Taiwan"
"Blue Label La Esmeralda Porton Pascua Gesha","PT's Coffee Roasting","Topeka","United States"
"David Mburu Kenya","Coava Coffee Roasters","Portland","United States"
"David Mburu Kenya","Coava Coffee Roasters","Portland","United States"
"David Mburu Kenya","Coava Coffee Roasters","Portland","United States"
"El Peñon Nicaragua","Barrington Coffee Roasting","Lee","United States"
"Kenya Chorongi Peaberry","Speckled Ax","Portland","United States"
"Kenya Chorongi Peaberry","Speckled Ax","Portland","United States"
"Kenya Chorongi Peaberry","Speckled Ax","Portland","United States"
"Kenya Chorongi Peaberry","Speckled Ax","Portland","United States"
"Kenya Riakiberu AB","Cimarron Coffee Roasters","Montrose","United States"
"Kenya Riakiberu AB","Cimarron Coffee Roasters","Montrose","United States"
"Yule Blend 2018","Flight Coffee Co.","Bedford","United States"
"Yule Blend 2018","Flight Coffee Co.","Bedford","United States"
"Kenya Thaitu","Good Folks Coffee","Louisville","United States"
"Kenya Thaitu","Good Folks Coffee","Louisville","United States"
"Kenya Thaitu","Good Folks Coffee","Louisville","United States"
"Panama Auromar Geisha Natural","Willoughby's Coffee & Tea","Branford","United States"
"El Salvador Finca Kilimanjaro","Bird Rock Coffee Roasters","San Diego","United States"
"Panama Elida Green Tip Gesha Natural","Equator Coffees & Teas","San Rafael","United States"
"Panama Elida Green Tip Gesha Natural","Equator Coffees & Teas","San Rafael","United States"
"Panama Don Julian Pacamara","Willoughby's Coffee & Tea","Branford","United States"
"Panama Don Julian Pacamara","Willoughby's Coffee & Tea","Branford","United States"
"Panama Don Julian Pacamara","Willoughby's Coffee & Tea","Branford","United States"
"Panama Don Julian Pacamara","Willoughby's Coffee & Tea","Branford","United States"
"Panama Don Julian Pacamara","Willoughby's Coffee & Tea","Branford","United States"
"Kenya AB Muchoki","Klatch Coffee","Los Angeles","United States"
"Kenya AB Muchoki","Klatch Coffee","Los Angeles","United States"
"100% Kona SL-28","Hula Daddy Kona Coffee","Holualoa","United States"
"El Aquila Pacamara Espresso","JBC Coffee Roasters","Madison","United States"
"El Aquila Pacamara Espresso","JBC Coffee Roasters","Madison","United States"
"El Aquila Pacamara Espresso","JBC Coffee Roasters","Madison","United States"
"El Aquila Pacamara Espresso","JBC Coffee Roasters","Madison","United States"
"El Aquila Pacamara Espresso","JBC Coffee Roasters","Madison","United States"
"Guatemala Finca El Injerto Gesha","Bird Rock Coffee Roasters","San Diego","United States"
"Kenya Gatomboya AA","Dragonfly Coffee Roasters","Henderson","United States"
"Kenya Gatomboya AA","Dragonfly Coffee Roasters","Henderson","United States"
"A.G.E. Duetto Espresso","Ho Soo Tsai","Kaohsiung","Taiwan"
"Kenya Nyeri Hill Farm","Greater Goods Coffee Roasters","Austin","United States"
"Kenya Nyeri Hill Farm","Greater Goods Coffee Roasters","Austin","United States"
"Jinotega Geisha","Paradise Roasters","Hilo","United States"
"Nicaragua Un Regalo de Dios Bourbon","Giv Coffee","Torrington","United States"
"Halo Beriti Ethiopia","JBC Coffee Roasters","Madison","United States"
"Ethiopia Konga Sede","Red Rooster Coffee Roaster","Floyd","United States"
"Shine Day El Salvador","Seeker Co, Ltd.","Taipei","Taiwan"
"Guatemala Finca El General Espresso","Kakalove Cafe","Chia-Yi","Taiwan"
"Guatemala Finca El General Espresso","Kakalove Cafe","Chia-Yi","Taiwan"
"Guatemala Finca El General Espresso","Kakalove Cafe","Chia-Yi","Taiwan"
"Guatemala Finca El General Espresso","Kakalove Cafe","Chia-Yi","Taiwan"
"Kenya Boma Peaberry","Topeca Coffee Roasters","Tulsa","United States"
"Kenya Boma Peaberry","Topeca Coffee Roasters","Tulsa","United States"
"Kenya Boma Peaberry","Topeca Coffee Roasters","Tulsa","United States"
"Kenya Boma Peaberry","Topeca Coffee Roasters","Tulsa","United States"
"Kenya Boma AA","Topeca Coffee Roasters","Tulsa","United States"
"Kenya Boma AA","Topeca Coffee Roasters","Tulsa","United States"
"Kenya Boma AA","Topeca Coffee Roasters","Tulsa","United States"
"Kenya Boma AA","Topeca Coffee Roasters","Tulsa","United States"
"Colombia Finca Campoalegre","Durango Coffee Company","Durango","Mexico"
"Panama Geisha","San Francisco Bay Coffee","Lincoln","United States"
"Esmeralda Special Auction Washed Geisha","Dragonfly Coffee Roasters","Henderson","United States"
"Gesha Village 1931, Lot 86","Mudhouse Coffee Roasters","Charlottesville","United States"
"Gesha Village Natural Oma Block Lot 72","Kakalove Cafe","Chia-Yi","Taiwan"
"Gesha Village Natural Oma Block Lot 72","Kakalove Cafe","Chia-Yi","Taiwan"
"Gesha Village Lot 76 Nasha Block","Ho Soo Tsai","Kaohsiung","Taiwan"
"Carmen Geisha El Palomar Best of Panama #4 Carlos Aguilera","Dragonfly Coffee Roasters","Henderson","United States"
"Karuthi Espresso","JBC Coffee Roasters","Madison","United States"
"Karuthi Espresso","JBC Coffee Roasters","Madison","United States"
"Chelelektu Espresso","JBC Coffee Roasters","Madison","United States"
"Karuthi Kenya","JBC Coffee Roasters","Madison","United States"
"Karuthi Kenya","JBC Coffee Roasters","Madison","United States"
"Finca El Obraje Colombia Gesha","Amavida Coffee Roasters","Santa Rosa Beach","United States"
"Kenya AA Top Nyeri Tekangu Tegu Microlot","Another Beans Coffee Roasters","Seoul","South Korea"
"Kenya AA Top Nyeri Tekangu Tegu Microlot","Another Beans Coffee Roasters","Seoul","South Korea"
"Kapsakiso Kenya","Lexington Coffee Roasters","Lexington","United States"
"Kapsakiso Kenya","Lexington Coffee Roasters","Lexington","United States"
"Ninety Plus Gesha Estates Limited Batch #227","JBC Coffee Roasters","Madison","United States"
"Makwa Kenya AB","Big Shoulders Coffee","Chicago","United States"
"Makwa Kenya AB","Big Shoulders Coffee","Chicago","United States"
"Kenya Ndaroini AA","Dragonfly Coffee Roasters","Henderson","United States"
"Kenya Ndaroini AA","Dragonfly Coffee Roasters","Henderson","United States"
"El Salvador Finca Kilimanjaro Natural","Bird Rock Coffee Roasters","San Diego","United States"
"Kamagogo Kenya","JBC Coffee Roasters","Madison","United States"
"Kamagogo Kenya","JBC Coffee Roasters","Madison","United States"
"El Salvador Finca Kilimanjaro Cascara Fermentation Aida Batlle","PT's Coffee Roasting","Topeka","United States"
"Puna Natural","Big Island Coffee Roasters","Mountain View","United States"
"Puna Natural","Big Island Coffee Roasters","Mountain View","United States"
"Puna Natural","Big Island Coffee Roasters","Mountain View","United States"
"Puna Natural","Big Island Coffee Roasters","Mountain View","United States"
"Colombia La Palma Y El Tucan Gesha","Bird Rock Coffee Roasters","San Diego","United States"
"Bourbon Peaberry","Hula Daddy Kona Coffee","Holualoa","United States"
"Bourbon Peaberry","Hula Daddy Kona Coffee","Holualoa","United States"
"Gesha Village Estate Bench Maji Gesha G1","Dragonfly Coffee Roasters","Henderson","United States"
"Bourbon-Barrel-Aged Kenya Baragu","Modern Times Coffee","San Diego","United States"
"Kenya Kabare AA","Revel Coffee","Billings","United States"
"Kenya Kabare AA","Revel Coffee","Billings","United States"
"Gesha, Gesha Village 1931","Mudhouse Coffee Roasters","Charlottesville","United States"
"Ethiopia Guji Shakiso Danbi Uddo","Press Coffee Roasters","Phoenix","United States"
"Yirgacheffe G1 Idido","The Curve Coffee Roasting Co.","Taichung","Taiwan"
"Yemen Port of Mokha Hayma Microlot","Dragonfly Coffee Roasters","Henderson","United States"
"Edgar Motta Colombia Pink Bourbon","Sweet Bloom Coffee Roasters","Denver","United States"
"Panama La Esmeralda Noria Enero Geisha","Temple Coffee and Tea","Sacramento","United States"
"Rwanda Bufcafe","JBC Coffee Roasters","Madison","United States"
"Mora Negra Geisha Hartmann Farm","Mudhouse Coffee Roasters","Charlottesville","United States"
"Gori Gesha Forest","Mudhouse Coffee Roasters","Charlottesville","United States"
"Panama Camilina Natural Geisha","Klatch Coffee","Los Angeles","United States"
"Kenya Nyeri Thageini Peaberry","Victrola Coffee Roasters","Seattle","United States"
"Kenya Nyeri Thageini Peaberry","Victrola Coffee Roasters","Seattle","United States"
"Hawaii Kilauea Volcano Nano-Lot","Paradise Roasters","Hilo","United States"
"Hawaii Kilauea Volcano Nano-Lot","Paradise Roasters","Hilo","United States"
"Esmeralda Noria Natural","PT's Coffee Roasting Co.","Topeka","United States"
"Duncan Estate Panamanian Gesha","Noble Coffee Roasting","Ashland","United States"
"Ethiopia Yirgacheffe","Turning Point Coffee","San Francisco","United States"
"Ethiopia Washed Yirgacheffe “Paradise” Espresso","Simon Hsieh's Aroma Roast Coffees","Taoyuan","Taiwan"
"Kenya Lenana","Kean Coffee","Newport Beach","United States"
"“Mini-Me” Washed Yirgacheffe","Simon Hsieh's Aroma Roast Coffees","Taoyuan","Taiwan"
"Los Congos Pacamara Natural","Dragonfly Coffee Roasters","Henderson","United States"
"Los Congos Pacamara Natural","Dragonfly Coffee Roasters","Henderson","United States"
"Los Congos Pacamara Natural","Dragonfly Coffee Roasters","Henderson","United States"
"Los Congos Pacamara Natural","Dragonfly Coffee Roasters","Henderson","United States"
